core_a,core_b,feature,cliffs_delta,p_value,q_value,direction
CORE04,CORE05,chr20p,0.35555556,0.20566718,0.40310767,higher_in_core_a
CORE04,CORE05,chr20q,0.35555556,0.20566718,0.40310767,higher_in_core_a
CORE04,CORE05,chr21p,0.0,,,
CORE04,CORE05,chr21q,0.55555556,0.04545529,0.1856091,higher_in_core_a
CORE04,CORE05,chr22p,0.0,,,
CORE04,CORE05,chr22q,0.77777778,0.00484876,0.07919641,higher_in_core_a
CORE04,CORE05,locus::VHL,-0.22222222,0.43794282,0.59608884,lower_in_core_a
CORE04,CORE05,locus::SETD2,-0.22222222,0.43794282,0.59608884,lower_in_core_a
CORE04,CORE05,locus::PBRM1,-0.22222222,0.43794282,0.59608884,lower_in_core_a
CORE04,CORE05,locus::BAP1,-0.22222222,0.43794282,0.59608884,lower_in_core_a
CORE04,CORE05,locus::JAK2,-0.24444444,0.39126728,0.59608884,lower_in_core_a
CORE04,CORE05,locus::CDKN2A,-0.15555556,0.5956109,0.71182766,lower_in_core_a
CORE04,CORE05,locus::PTEN,0.4,0.15304188,0.37495261,higher_in_core_a
CORE04,CORE05,fga,0.46666667,0.09416638,0.27142074,higher_in_core_a
CORE04,CORE05,gain_burden,0.02222222,0.96743555,0.98759046,higher_in_core_a
CORE04,CORE05,loss_burden,0.57777778,0.03733642,0.16631678,higher_in_core_a
CORE04,CORE06,chr1p,0.4,0.25441225,0.7333059,higher_in_core_a
CORE04,CORE06,chr1q,0.28,0.43956044,0.89860139,higher_in_core_a
CORE04,CORE06,chr2p,0.72,0.02797203,0.27972028,higher_in_core_a
CORE04,CORE06,chr2q,0.72,0.02797203,0.27972028,higher_in_core_a
CORE04,CORE06,chr3p,-0.04,0.95304695,1.0,lower_in_core_a
CORE04,CORE06,chr3q,0.24,0.51348651,0.89860139,lower_in_core_a
CORE04,CORE06,chr4p,-0.28,0.43956044,0.89860139,lower_in_core_a
CORE04,CORE06,chr4q,-0.08,0.85914086,1.0,lower_in_core_a
CORE04,CORE06,chr5p,0.68,0.03996004,0.27972028,higher_in_core_a
CORE04,CORE06,chr5q,0.4,0.25441225,0.7333059,higher_in_core_a
CORE04,CORE06,chr6p,-0.28,0.43956044,0.89860139,lower_in_core_a
CORE04,CORE06,chr6q,-0.24,0.51348651,0.89860139,lower_in_core_a
CORE04,CORE06,chr7p,-0.24,0.51348651,0.89860139,lower_in_core_a
CORE04,CORE06,chr7q,-0.24,0.51348651,0.89860139,lower_in_core_a
CORE04,CORE06,chr8p,-0.6,0.07525808,0.36876459,lower_in_core_a
CORE04,CORE06,chr8q,-0.24,0.51348651,0.89860139,lower_in_core_a
CORE04,CORE06,chr9p,0.04,0.95304695,1.0,higher_in_core_a
CORE04,CORE06,chr9q,0.0,1.0,1.0,higher_in_core_a
CORE04,CORE06,chr10p,0.16,0.67865468,1.0,lower_in_core_a
CORE04,CORE06,chr10q,0.2,0.59407259,0.97031856,higher_in_core_a
CORE04,CORE06,chr11p,0.64,0.05527806,0.30095833,higher_in_core_a
CORE04,CORE06,chr11q,0.64,0.05527806,0.30095833,higher_in_core_a
CORE04,CORE06,chr12p,0.12,0.76789877,1.0,higher_in_core_a
CORE04,CORE06,chr12q,0.08,0.85914086,1.0,higher_in_core_a
CORE04,CORE06,chr13p,0.0,,,
CORE04,CORE06,chr13q,0.56,0.0992341,0.44204281,higher_in_core_a
CORE04,CORE06,chr14p,0.0,,,
CORE04,CORE06,chr14q,-0.32,0.37096237,0.89860139,lower_in_core_a
CORE04,CORE06,chr15p,0.0,,,
CORE04,CORE06,chr15q,0.12,0.76789877,1.0,lower_in_core_a
CORE04,CORE06,chr16p,0.92,0.002664,0.130536,higher_in_core_a
CORE04,CORE06,chr16q,0.72,0.02797203,0.27972028,higher_in_core_a
CORE04,CORE06,chr17p,0.48,0.16450216,0.6200466,higher_in_core_a
CORE04,CORE06,chr17q,0.68,0.03996004,0.27972028,higher_in_core_a
CORE04,CORE06,chr18p,-0.08,0.85914086,1.0,lower_in_core_a
CORE04,CORE06,chr18q,-0.04,0.95304695,1.0,lower_in_core_a
CORE04,CORE06,chr19p,0.28,0.43956044,0.89860139,higher_in_core_a
CORE04,CORE06,chr19q,0.24,0.51348651,0.89860139,higher_in_core_a
CORE04,CORE06,chr20p,0.08,0.85914086,1.0,lower_in_core_a
CORE04,CORE06,chr20q,0.0,1.0,1.0,lower_in_core_a
CORE04,CORE06,chr21p,0.0,,,
CORE04,CORE06,chr21q,0.52,0.12920413,0.52758353,higher_in_core_a
CORE04,CORE06,chr22p,0.0,,,
CORE04,CORE06,chr22q,0.68,0.03996004,0.27972028,higher_in_core_a
CORE04,CORE06,locus::VHL,-0.04,0.95304695,1.0,lower_in_core_a
CORE04,CORE06,locus::SETD2,-0.04,0.95304695,1.0,lower_in_core_a
CORE04,CORE06,locus::PBRM1,0.0,1.0,1.0,lower_in_core_a
CORE04,CORE06,locus::BAP1,0.0,1.0,1.0,lower_in_core_a
CORE04,CORE06,locus::JAK2,0.0,1.0,1.0,higher_in_core_a
CORE04,CORE06,locus::CDKN2A,0.04,0.95304695,1.0,higher_in_core_a
CORE04,CORE06,locus::PTEN,0.2,0.59407259,0.97031856,higher_in_core_a
CORE04,CORE06,fga,0.08,0.85914086,1.0,higher_in_core_a
CORE04,CORE06,gain_burden,-0.4,0.25441225,0.7333059,lower_in_core_a
CORE04,CORE06,loss_burden,0.44,0.20646021,0.72261074,higher_in_core_a
CORE05,CORE06,chr1p,0.37777778,0.2977023,0.87605498,higher_in_core_a
CORE05,CORE06,chr1q,0.37777778,0.2977023,0.87605498,higher_in_core_a
CORE05,CORE06,chr2p,0.46666667,0.18981019,0.87605498,higher_in_core_a
CORE05,CORE06,chr2q,0.46666667,0.18981019,0.87605498,higher_in_core_a
CORE05,CORE06,chr3p,0.15555556,0.6993007,0.95182595,higher_in_core_a
CORE05,CORE06,chr3q,0.24444444,0.51848152,0.87605498,higher_in_core_a
CORE05,CORE06,chr4p,-0.11111111,0.7972028,0.95275457,lower_in_core_a
CORE05,CORE06,chr4q,-0.11111111,0.7972028,0.95275457,lower_in_core_a
CORE05,CORE06,chr5p,0.15555556,0.6993007,0.95182595,lower_in_core_a
CORE05,CORE06,chr5q,-0.11111111,0.7972028,0.95275457,lower_in_core_a
CORE05,CORE06,chr6p,-0.15555556,0.6993007,0.95182595,lower_in_core_a
CORE05,CORE06,chr6q,-0.24444444,0.51848152,0.87605498,lower_in_core_a
CORE05,CORE06,chr7p,-0.37777778,0.2977023,0.87605498,lower_in_core_a
CORE05,CORE06,chr7q,-0.37777778,0.2977023,0.87605498,lower_in_core_a
CORE05,CORE06,chr8p,-0.15555556,0.6993007,0.95182595,lower_in_core_a
CORE05,CORE06,chr8q,0.15555556,0.6993007,0.95182595,lower_in_core_a
CORE05,CORE06,chr9p,0.37777778,0.2977023,0.87605498,higher_in_core_a
CORE05,CORE06,chr9q,0.37777778,0.2977023,0.87605498,higher_in_core_a
CORE05,CORE06,chr10p,0.02222222,1.0,1.0,lower_in_core_a
CORE05,CORE06,chr10q,-0.28888889,0.43756244,0.87605498,lower_in_core_a
CORE05,CORE06,chr11p,0.04444444,0.94678865,1.0,lower_in_core_a
CORE05,CORE06,chr11q,-0.04444444,0.94678865,1.0,lower_in_core_a
CORE05,CORE06,chr12p,-0.28888889,0.43756244,0.87605498,lower_in_core_a
CORE05,CORE06,chr12q,-0.28888889,0.43756244,0.87605498,lower_in_core_a
CORE05,CORE06,chr13p,0.0,,,
CORE05,CORE06,chr13q,0.15555556,0.6993007,0.95182595,higher_in_core_a
CORE05,CORE06,chr14p,0.0,,,
CORE05,CORE06,chr14q,0.06666667,0.8981019,1.0,higher_in_core_a
CORE05,CORE06,chr15p,0.0,,,
CORE05,CORE06,chr15q,-0.24444444,0.51848152,0.87605498,lower_in_core_a
CORE05,CORE06,chr16p,0.46666667,0.18981019,0.87605498,higher_in_core_a
CORE05,CORE06,chr16q,0.28888889,0.43756244,0.87605498,higher_in_core_a
CORE05,CORE06,chr17p,0.15555556,0.6993007,0.95182595,lower_in_core_a
CORE05,CORE06,chr17q,0.11111111,0.7972028,0.95275457,lower_in_core_a
CORE05,CORE06,chr18p,-0.02222222,1.0,1.0,lower_in_core_a
CORE05,CORE06,chr18q,0.02222222,1.0,1.0,lower_in_core_a
CORE05,CORE06,chr19p,0.06666667,0.8981019,1.0,lower_in_core_a
CORE05,CORE06,chr19q,0.02222222,1.0,1.0,lower_in_core_a
CORE05,CORE06,chr20p,-0.24444444,0.51848152,0.87605498,lower_in_core_a
CORE05,CORE06,chr20q,-0.24444444,0.51848152,0.87605498,lower_in_core_a
CORE05,CORE06,chr21p,0.0,,,
CORE05,CORE06,chr21q,-0.11111111,0.7972028,0.95275457,lower_in_core_a
CORE05,CORE06,chr22p,0.0,,,
CORE05,CORE06,chr22q,-0.28888889,0.43756244,0.87605498,lower_in_core_a
CORE05,CORE06,locus::VHL,0.28888889,0.43756244,0.87605498,higher_in_core_a
CORE05,CORE06,locus::SETD2,0.28888889,0.43756244,0.87605498,higher_in_core_a
CORE05,CORE06,locus::PBRM1,0.28888889,0.43756244,0.87605498,higher_in_core_a
CORE05,CORE06,locus::BAP1,0.28888889,0.43756244,0.87605498,higher_in_core_a
CORE05,CORE06,locus::JAK2,0.37777778,0.2977023,0.87605498,higher_in_core_a
CORE05,CORE06,locus::CDKN2A,0.28888889,0.43756244,0.87605498,higher_in_core_a
CORE05,CORE06,locus::PTEN,-0.33333333,0.36363636,0.87605498,lower_in_core_a
CORE05,CORE06,fga,-0.46666667,0.18981019,0.87605498,lower_in_core_a
CORE05,CORE06,gain_burden,-0.33333333,0.36363636,0.87605498,lower_in_core_a
CORE05,CORE06,loss_burden,-0.33333333,0.36363636,0.87605498,lower_in_core_a
