core_a,core_b,run_id,K,dominant_set_a,dominant_fraction_a,dominant_set_b,dominant_fraction_b,valid_assignment,same_parent_set
CORE01,CORE05,run1_K4,4,C0003,1.0,C0002,1.0,1,0
CORE01,CORE06,run1_K4,4,C0003,1.0,C0002,1.0,1,0
CORE02,CORE03,run1_K4,4,C0004,1.0,C0001,1.0,1,0
CORE02,CORE04,run1_K4,4,C0004,1.0,C0002,1.0,1,0
CORE02,CORE05,run1_K4,4,C0004,1.0,C0002,1.0,1,0
CORE02,CORE06,run1_K4,4,C0004,1.0,C0002,1.0,1,0
CORE03,CORE04,run1_K4,4,C0001,1.0,C0002,1.0,1,0
CORE03,CORE05,run1_K4,4,C0001,1.0,C0002,1.0,1,0
CORE03,CORE06,run1_K4,4,C0001,1.0,C0002,1.0,1,0
CORE04,CORE05,run1_K4,4,C0002,1.0,C0002,1.0,1,1
CORE04,CORE06,run1_K4,4,C0002,1.0,C0002,1.0,1,1
CORE05,CORE06,run1_K4,4,C0002,1.0,C0002,1.0,1,1
CORE01,CORE02,run1_K5,5,C0001,0.05882353,C0004,0.0,0,
CORE01,CORE03,run1_K5,5,C0001,0.05882353,C0004,1.0,0,
CORE01,CORE04,run1_K5,5,C0001,0.05882353,C0001,1.0,0,
CORE01,CORE05,run1_K5,5,C0001,0.05882353,C0001,1.0,0,
CORE01,CORE06,run1_K5,5,C0001,0.05882353,C0001,1.0,0,
CORE02,CORE03,run1_K5,5,C0004,0.0,C0004,1.0,0,
CORE02,CORE04,run1_K5,5,C0004,0.0,C0001,1.0,0,
CORE02,CORE05,run1_K5,5,C0004,0.0,C0001,1.0,0,
CORE02,CORE06,run1_K5,5,C0004,0.0,C0001,1.0,0,
CORE03,CORE04,run1_K5,5,C0004,1.0,C0001,1.0,1,0
CORE03,CORE05,run1_K5,5,C0004,1.0,C0001,1.0,1,0
CORE03,CORE06,run1_K5,5,C0004,1.0,C0001,1.0,1,0
CORE04,CORE05,run1_K5,5,C0001,1.0,C0001,1.0,1,1
CORE04,CORE06,run1_K5,5,C0001,1.0,C0001,1.0,1,1
CORE05,CORE06,run1_K5,5,C0001,1.0,C0001,1.0,1,1
CORE01,CORE02,run1_K6,6,C0006,1.0,C0005,1.0,1,0
CORE01,CORE03,run1_K6,6,C0006,1.0,C0004,1.0,1,0
CORE01,CORE04,run1_K6,6,C0006,1.0,C0003,1.0,1,0
CORE01,CORE05,run1_K6,6,C0006,1.0,C0002,1.0,1,0
CORE01,CORE06,run1_K6,6,C0006,1.0,C0006,0.8,1,1
CORE02,CORE03,run1_K6,6,C0005,1.0,C0004,1.0,1,0
CORE02,CORE04,run1_K6,6,C0005,1.0,C0003,1.0,1,0
CORE02,CORE05,run1_K6,6,C0005,1.0,C0002,1.0,1,0
CORE02,CORE06,run1_K6,6,C0005,1.0,C0006,0.8,1,0
CORE03,CORE04,run1_K6,6,C0004,1.0,C0003,1.0,1,0
CORE03,CORE05,run1_K6,6,C0004,1.0,C0002,1.0,1,0
CORE03,CORE06,run1_K6,6,C0004,1.0,C0006,0.8,1,0
CORE04,CORE05,run1_K6,6,C0003,1.0,C0002,1.0,1,0
CORE04,CORE06,run1_K6,6,C0003,1.0,C0006,0.8,1,0
CORE05,CORE06,run1_K6,6,C0002,1.0,C0006,0.8,1,0
CORE01,CORE02,run1_K7,7,C0005,1.0,C0002,1.0,1,0
CORE01,CORE03,run1_K7,7,C0005,1.0,C0004,0.92857143,1,0
CORE01,CORE04,run1_K7,7,C0005,1.0,C0006,1.0,1,0
CORE01,CORE05,run1_K7,7,C0005,1.0,C0003,1.0,1,0
CORE01,CORE06,run1_K7,7,C0005,1.0,C0005,1.0,1,1
CORE02,CORE03,run1_K7,7,C0002,1.0,C0004,0.92857143,1,0
CORE02,CORE04,run1_K7,7,C0002,1.0,C0006,1.0,1,0
CORE02,CORE05,run1_K7,7,C0002,1.0,C0003,1.0,1,0
CORE02,CORE06,run1_K7,7,C0002,1.0,C0005,1.0,1,0
CORE03,CORE04,run1_K7,7,C0004,0.92857143,C0006,1.0,1,0
CORE03,CORE05,run1_K7,7,C0004,0.92857143,C0003,1.0,1,0
CORE03,CORE06,run1_K7,7,C0004,0.92857143,C0005,1.0,1,0
CORE04,CORE05,run1_K7,7,C0006,1.0,C0003,1.0,1,0
CORE04,CORE06,run1_K7,7,C0006,1.0,C0005,1.0,1,0
CORE05,CORE06,run1_K7,7,C0003,1.0,C0005,1.0,1,0
CORE01,CORE02,run1_K8,8,C0005,1.0,C0006,1.0,1,0
CORE01,CORE03,run1_K8,8,C0005,1.0,C0004,0.85714286,1,0
CORE01,CORE04,run1_K8,8,C0005,1.0,C0007,0.9,1,0
CORE01,CORE05,run1_K8,8,C0005,1.0,C0003,1.0,1,0
CORE01,CORE06,run1_K8,8,C0005,1.0,C0005,1.0,1,1
CORE02,CORE03,run1_K8,8,C0006,1.0,C0004,0.85714286,1,0
CORE02,CORE04,run1_K8,8,C0006,1.0,C0007,0.9,1,0
CORE02,CORE05,run1_K8,8,C0006,1.0,C0003,1.0,1,0
CORE02,CORE06,run1_K8,8,C0006,1.0,C0005,1.0,1,0
CORE03,CORE04,run1_K8,8,C0004,0.85714286,C0007,0.9,1,0
CORE03,CORE05,run1_K8,8,C0004,0.85714286,C0003,1.0,1,0
CORE03,CORE06,run1_K8,8,C0004,0.85714286,C0005,1.0,1,0
CORE04,CORE05,run1_K8,8,C0007,0.9,C0003,1.0,1,0
CORE04,CORE06,run1_K8,8,C0007,0.9,C0005,1.0,1,0
CORE05,CORE06,run1_K8,8,C0003,1.0,C0005,1.0,1,0
CORE01,CORE02,run2_K2,2,C0002,1.0,C0001,1.0,1,0
CORE01,CORE03,run2_K2,2,C0002,1.0,C0001,1.0,1,0
CORE01,CORE04,run2_K2,2,C0002,1.0,C0001,0.7,1,0
CORE01,CORE05,run2_K2,2,C0002,1.0,C0001,0.88888889,1,0
CORE01,CORE06,run2_K2,2,C0002,1.0,C0001,0.6,1,0
CORE02,CORE03,run2_K2,2,C0001,1.0,C0001,1.0,1,1
CORE02,CORE04,run2_K2,2,C0001,1.0,C0001,0.7,1,1
CORE02,CORE05,run2_K2,2,C0001,1.0,C0001,0.88888889,1,1
CORE02,CORE06,run2_K2,2,C0001,1.0,C0001,0.6,1,1
CORE03,CORE04,run2_K2,2,C0001,1.0,C0001,0.7,1,1
CORE03,CORE05,run2_K2,2,C0001,1.0,C0001,0.88888889,1,1
CORE03,CORE06,run2_K2,2,C0001,1.0,C0001,0.6,1,1
CORE04,CORE05,run2_K2,2,C0001,0.7,C0001,0.88888889,1,1
CORE04,CORE06,run2_K2,2,C0001,0.7,C0001,0.6,1,1
CORE05,CORE06,run2_K2,2,C0001,0.88888889,C0001,0.6,1,1
CORE01,CORE02,run2_K3,3,C0002,1.0,C0002,0.0,0,
CORE01,CORE03,run2_K3,3,C0002,1.0,C0001,1.0,1,0
CORE01,CORE04,run2_K3,3,C0002,1.0,C0001,1.0,1,0
CORE01,CORE05,run2_K3,3,C0002,1.0,C0001,1.0,1,0
CORE01,CORE06,run2_K3,3,C0002,1.0,C0001,1.0,1,0
CORE02,CORE03,run2_K3,3,C0002,0.0,C0001,1.0,0,
CORE02,CORE04,run2_K3,3,C0002,0.0,C0001,1.0,0,
CORE02,CORE05,run2_K3,3,C0002,0.0,C0001,1.0,0,
CORE02,CORE06,run2_K3,3,C0002,0.0,C0001,1.0,0,
CORE03,CORE04,run2_K3,3,C0001,1.0,C0001,1.0,1,1
CORE03,CORE05,run2_K3,3,C0001,1.0,C0001,1.0,1,1
CORE03,CORE06,run2_K3,3,C0001,1.0,C0001,1.0,1,1
CORE04,CORE05,run2_K3,3,C0001,1.0,C0001,1.0,1,1
CORE04,CORE06,run2_K3,3,C0001,1.0,C0001,1.0,1,1
CORE05,CORE06,run2_K3,3,C0001,1.0,C0001,1.0,1,1
CORE01,CORE02,run2_K4,4,C0003,1.0,C0004,1.0,1,0
CORE01,CORE03,run2_K4,4,C0003,1.0,C0001,1.0,1,0
CORE01,CORE04,run2_K4,4,C0003,1.0,C0002,1.0,1,0
CORE01,CORE05,run2_K4,4,C0003,1.0,C0002,1.0,1,0
CORE01,CORE06,run2_K4,4,C0003,1.0,C0002,1.0,1,0
CORE02,CORE03,run2_K4,4,C0004,1.0,C0001,1.0,1,0
CORE02,CORE04,run2_K4,4,C0004,1.0,C0002,1.0,1,0
CORE02,CORE05,run2_K4,4,C0004,1.0,C0002,1.0,1,0
CORE02,CORE06,run2_K4,4,C0004,1.0,C0002,1.0,1,0
CORE03,CORE04,run2_K4,4,C0001,1.0,C0002,1.0,1,0
CORE03,CORE05,run2_K4,4,C0001,1.0,C0002,1.0,1,0
CORE03,CORE06,run2_K4,4,C0001,1.0,C0002,1.0,1,0
CORE04,CORE05,run2_K4,4,C0002,1.0,C0002,1.0,1,1
CORE04,CORE06,run2_K4,4,C0002,1.0,C0002,1.0,1,1
CORE05,CORE06,run2_K4,4,C0002,1.0,C0002,1.0,1,1
CORE01,CORE02,run2_K5,5,C0003,0.94117647,C0005,0.85714286,1,0
CORE01,CORE03,run2_K5,5,C0003,0.94117647,C0004,1.0,1,0
CORE01,CORE04,run2_K5,5,C0003,0.94117647,C0001,1.0,1,0
CORE01,CORE05,run2_K5,5,C0003,0.94117647,C0001,1.0,1,0
CORE01,CORE06,run2_K5,5,C0003,0.94117647,C0001,1.0,1,0
CORE02,CORE03,run2_K5,5,C0005,0.85714286,C0004,1.0,1,0
CORE02,CORE04,run2_K5,5,C0005,0.85714286,C0001,1.0,1,0
CORE02,CORE05,run2_K5,5,C0005,0.85714286,C0001,1.0,1,0
CORE02,CORE06,run2_K5,5,C0005,0.85714286,C0001,1.0,1,0
CORE03,CORE04,run2_K5,5,C0004,1.0,C0001,1.0,1,0
CORE03,CORE05,run2_K5,5,C0004,1.0,C0001,1.0,1,0
CORE03,CORE06,run2_K5,5,C0004,1.0,C0001,1.0,1,0
CORE04,CORE05,run2_K5,5,C0001,1.0,C0001,1.0,1,1
CORE04,CORE06,run2_K5,5,C0001,1.0,C0001,1.0,1,1
CORE05,CORE06,run2_K5,5,C0001,1.0,C0001,1.0,1,1
CORE01,CORE02,run2_K6,6,C0006,1.0,C0005,1.0,1,0
CORE01,CORE03,run2_K6,6,C0006,1.0,C0004,1.0,1,0
CORE01,CORE04,run2_K6,6,C0006,1.0,C0006,0.0,0,
CORE01,CORE05,run2_K6,6,C0006,1.0,C0002,1.0,1,0
CORE01,CORE06,run2_K6,6,C0006,1.0,C0006,0.8,1,1
CORE02,CORE03,run2_K6,6,C0005,1.0,C0004,1.0,1,0
CORE02,CORE04,run2_K6,6,C0005,1.0,C0006,0.0,0,
CORE02,CORE05,run2_K6,6,C0005,1.0,C0002,1.0,1,0
CORE02,CORE06,run2_K6,6,C0005,1.0,C0006,0.8,1,0
CORE03,CORE04,run2_K6,6,C0004,1.0,C0006,0.0,0,
CORE03,CORE05,run2_K6,6,C0004,1.0,C0002,1.0,1,0
CORE03,CORE06,run2_K6,6,C0004,1.0,C0006,0.8,1,0
CORE04,CORE05,run2_K6,6,C0006,0.0,C0002,1.0,0,
CORE04,CORE06,run2_K6,6,C0006,0.0,C0006,0.8,0,
CORE05,CORE06,run2_K6,6,C0002,1.0,C0006,0.8,1,0
CORE01,CORE02,run2_K7,7,C0005,1.0,C0002,1.0,1,0
CORE01,CORE03,run2_K7,7,C0005,1.0,C0004,0.92857143,1,0
CORE01,CORE04,run2_K7,7,C0005,1.0,C0006,1.0,1,0
CORE01,CORE05,run2_K7,7,C0005,1.0,C0003,1.0,1,0
CORE01,CORE06,run2_K7,7,C0005,1.0,C0005,1.0,1,1
CORE02,CORE03,run2_K7,7,C0002,1.0,C0004,0.92857143,1,0
CORE02,CORE04,run2_K7,7,C0002,1.0,C0006,1.0,1,0
CORE02,CORE05,run2_K7,7,C0002,1.0,C0003,1.0,1,0
CORE02,CORE06,run2_K7,7,C0002,1.0,C0005,1.0,1,0
CORE03,CORE04,run2_K7,7,C0004,0.92857143,C0006,1.0,1,0
CORE03,CORE05,run2_K7,7,C0004,0.92857143,C0003,1.0,1,0
CORE03,CORE06,run2_K7,7,C0004,0.92857143,C0005,1.0,1,0
CORE04,CORE05,run2_K7,7,C0006,1.0,C0003,1.0,1,0
CORE04,CORE06,run2_K7,7,C0006,1.0,C0005,1.0,1,0
CORE05,CORE06,run2_K7,7,C0003,1.0,C0005,1.0,1,0
CORE01,CORE02,run2_K8,8,C0005,1.0,C0006,1.0,1,0
CORE01,CORE03,run2_K8,8,C0005,1.0,C0004,0.85714286,1,0
CORE01,CORE04,run2_K8,8,C0005,1.0,C0007,0.9,1,0
CORE01,CORE05,run2_K8,8,C0005,1.0,C0003,1.0,1,0
CORE01,CORE06,run2_K8,8,C0005,1.0,C0005,1.0,1,1
CORE02,CORE03,run2_K8,8,C0006,1.0,C0004,0.85714286,1,0
CORE02,CORE04,run2_K8,8,C0006,1.0,C0007,0.9,1,0
CORE02,CORE05,run2_K8,8,C0006,1.0,C0003,1.0,1,0
CORE02,CORE06,run2_K8,8,C0006,1.0,C0005,1.0,1,0
CORE03,CORE04,run2_K8,8,C0004,0.85714286,C0007,0.9,1,0
CORE03,CORE05,run2_K8,8,C0004,0.85714286,C0003,1.0,1,0
CORE03,CORE06,run2_K8,8,C0004,0.85714286,C0005,1.0,1,0
CORE04,CORE05,run2_K8,8,C0007,0.9,C0003,1.0,1,0
CORE04,CORE06,run2_K8,8,C0007,0.9,C0005,1.0,1,0
CORE05,CORE06,run2_K8,8,C0003,1.0,C0005,1.0,1,0
CORE01,CORE02,run3_K2,2,C0002,1.0,C0001,1.0,1,0
CORE01,CORE03,run3_K2,2,C0002,1.0,C0001,1.0,1,0
CORE01,CORE04,run3_K2,2,C0002,1.0,C0001,0.7,1,0
CORE01,CORE05,run3_K2,2,C0002,1.0,C0001,0.88888889,1,0
CORE01,CORE06,run3_K2,2,C0002,1.0,C0001,0.6,1,0
CORE02,CORE03,run3_K2,2,C0001,1.0,C0001,1.0,1,1
CORE02,CORE04,run3_K2,2,C0001,1.0,C0001,0.7,1,1
CORE02,CORE05,run3_K2,2,C0001,1.0,C0001,0.88888889,1,1
CORE02,CORE06,run3_K2,2,C0001,1.0,C0001,0.6,1,1
CORE03,CORE04,run3_K2,2,C0001,1.0,C0001,0.7,1,1
CORE03,CORE05,run3_K2,2,C0001,1.0,C0001,0.88888889,1,1
CORE03,CORE06,run3_K2,2,C0001,1.0,C0001,0.6,1,1
CORE04,CORE05,run3_K2,2,C0001,0.7,C0001,0.88888889,1,1
CORE04,CORE06,run3_K2,2,C0001,0.7,C0001,0.6,1,1
CORE05,CORE06,run3_K2,2,C0001,0.88888889,C0001,0.6,1,1
CORE01,CORE02,run3_K3,3,C0002,1.0,C0002,0.0,0,
CORE01,CORE03,run3_K3,3,C0002,1.0,C0001,1.0,1,0
CORE01,CORE04,run3_K3,3,C0002,1.0,C0001,1.0,1,0
CORE01,CORE05,run3_K3,3,C0002,1.0,C0001,1.0,1,0
CORE01,CORE06,run3_K3,3,C0002,1.0,C0001,1.0,1,0
CORE02,CORE03,run3_K3,3,C0002,0.0,C0001,1.0,0,
CORE02,CORE04,run3_K3,3,C0002,0.0,C0001,1.0,0,
CORE02,CORE05,run3_K3,3,C0002,0.0,C0001,1.0,0,
CORE02,CORE06,run3_K3,3,C0002,0.0,C0001,1.0,0,
CORE03,CORE04,run3_K3,3,C0001,1.0,C0001,1.0,1,1
CORE03,CORE05,run3_K3,3,C0001,1.0,C0001,1.0,1,1
CORE03,CORE06,run3_K3,3,C0001,1.0,C0001,1.0,1,1
CORE04,CORE05,run3_K3,3,C0001,1.0,C0001,1.0,1,1
CORE04,CORE06,run3_K3,3,C0001,1.0,C0001,1.0,1,1
CORE05,CORE06,run3_K3,3,C0001,1.0,C0001,1.0,1,1
CORE01,CORE02,run3_K4,4,C0003,1.0,C0004,1.0,1,0
CORE01,CORE03,run3_K4,4,C0003,1.0,C0001,1.0,1,0
CORE01,CORE04,run3_K4,4,C0003,1.0,C0002,1.0,1,0
CORE01,CORE05,run3_K4,4,C0003,1.0,C0002,1.0,1,0
CORE01,CORE06,run3_K4,4,C0003,1.0,C0002,1.0,1,0
CORE02,CORE03,run3_K4,4,C0004,1.0,C0001,1.0,1,0
CORE02,CORE04,run3_K4,4,C0004,1.0,C0002,1.0,1,0
CORE02,CORE05,run3_K4,4,C0004,1.0,C0002,1.0,1,0
CORE02,CORE06,run3_K4,4,C0004,1.0,C0002,1.0,1,0
CORE03,CORE04,run3_K4,4,C0001,1.0,C0002,1.0,1,0
CORE03,CORE05,run3_K4,4,C0001,1.0,C0002,1.0,1,0
CORE03,CORE06,run3_K4,4,C0001,1.0,C0002,1.0,1,0
CORE04,CORE05,run3_K4,4,C0002,1.0,C0002,1.0,1,1
CORE04,CORE06,run3_K4,4,C0002,1.0,C0002,1.0,1,1
CORE05,CORE06,run3_K4,4,C0002,1.0,C0002,1.0,1,1
CORE01,CORE02,run3_K5,5,C0003,0.94117647,C0005,0.85714286,1,0
CORE01,CORE03,run3_K5,5,C0003,0.94117647,C0004,1.0,1,0
CORE01,CORE04,run3_K5,5,C0003,0.94117647,C0001,1.0,1,0
CORE01,CORE05,run3_K5,5,C0003,0.94117647,C0001,1.0,1,0
CORE01,CORE06,run3_K5,5,C0003,0.94117647,C0001,1.0,1,0
CORE02,CORE03,run3_K5,5,C0005,0.85714286,C0004,1.0,1,0
CORE02,CORE04,run3_K5,5,C0005,0.85714286,C0001,1.0,1,0
CORE02,CORE05,run3_K5,5,C0005,0.85714286,C0001,1.0,1,0
CORE02,CORE06,run3_K5,5,C0005,0.85714286,C0001,1.0,1,0
CORE03,CORE04,run3_K5,5,C0004,1.0,C0001,1.0,1,0
CORE03,CORE05,run3_K5,5,C0004,1.0,C0001,1.0,1,0
CORE03,CORE06,run3_K5,5,C0004,1.0,C0001,1.0,1,0
CORE04,CORE05,run3_K5,5,C0001,1.0,C0001,1.0,1,1
CORE04,CORE06,run3_K5,5,C0001,1.0,C0001,1.0,1,1
CORE05,CORE06,run3_K5,5,C0001,1.0,C0001,1.0,1,1
CORE01,CORE02,run3_K6,6,C0006,1.0,C0005,1.0,1,0
CORE01,CORE03,run3_K6,6,C0006,1.0,C0004,1.0,1,0
CORE01,CORE04,run3_K6,6,C0006,1.0,C0003,1.0,1,0
CORE01,CORE05,run3_K6,6,C0006,1.0,C0002,1.0,1,0
CORE01,CORE06,run3_K6,6,C0006,1.0,C0006,0.8,1,1
CORE02,CORE03,run3_K6,6,C0005,1.0,C0004,1.0,1,0
CORE02,CORE04,run3_K6,6,C0005,1.0,C0003,1.0,1,0
CORE02,CORE05,run3_K6,6,C0005,1.0,C0002,1.0,1,0
CORE02,CORE06,run3_K6,6,C0005,1.0,C0006,0.8,1,0
CORE03,CORE04,run3_K6,6,C0004,1.0,C0003,1.0,1,0
CORE03,CORE05,run3_K6,6,C0004,1.0,C0002,1.0,1,0
CORE03,CORE06,run3_K6,6,C0004,1.0,C0006,0.8,1,0
CORE04,CORE05,run3_K6,6,C0003,1.0,C0002,1.0,1,0
CORE04,CORE06,run3_K6,6,C0003,1.0,C0006,0.8,1,0
CORE05,CORE06,run3_K6,6,C0002,1.0,C0006,0.8,1,0
CORE01,CORE02,run3_K7,7,C0005,1.0,C0006,0.0,0,
CORE01,CORE03,run3_K7,7,C0005,1.0,C0004,0.92857143,1,0
CORE01,CORE04,run3_K7,7,C0005,1.0,C0006,1.0,1,0
CORE01,CORE05,run3_K7,7,C0005,1.0,C0003,1.0,1,0
CORE01,CORE06,run3_K7,7,C0005,1.0,C0005,1.0,1,1
CORE02,CORE03,run3_K7,7,C0006,0.0,C0004,0.92857143,0,
CORE02,CORE04,run3_K7,7,C0006,0.0,C0006,1.0,0,
CORE02,CORE05,run3_K7,7,C0006,0.0,C0003,1.0,0,
CORE02,CORE06,run3_K7,7,C0006,0.0,C0005,1.0,0,
CORE03,CORE04,run3_K7,7,C0004,0.92857143,C0006,1.0,1,0
CORE03,CORE05,run3_K7,7,C0004,0.92857143,C0003,1.0,1,0
CORE03,CORE06,run3_K7,7,C0004,0.92857143,C0005,1.0,1,0
CORE04,CORE05,run3_K7,7,C0006,1.0,C0003,1.0,1,0
CORE04,CORE06,run3_K7,7,C0006,1.0,C0005,1.0,1,0
CORE05,CORE06,run3_K7,7,C0003,1.0,C0005,1.0,1,0
CORE01,CORE02,run3_K8,8,C0005,1.0,C0006,1.0,1,0
CORE01,CORE03,run3_K8,8,C0005,1.0,C0004,0.85714286,1,0
CORE01,CORE04,run3_K8,8,C0005,1.0,C0007,0.9,1,0
CORE01,CORE05,run3_K8,8,C0005,1.0,C0003,1.0,1,0
CORE01,CORE06,run3_K8,8,C0005,1.0,C0005,1.0,1,1
CORE02,CORE03,run3_K8,8,C0006,1.0,C0004,0.85714286,1,0
CORE02,CORE04,run3_K8,8,C0006,1.0,C0007,0.9,1,0
CORE02,CORE05,run3_K8,8,C0006,1.0,C0003,1.0,1,0
CORE02,CORE06,run3_K8,8,C0006,1.0,C0005,1.0,1,0
CORE03,CORE04,run3_K8,8,C0004,0.85714286,C0007,0.9,1,0
CORE03,CORE05,run3_K8,8,C0004,0.85714286,C0003,1.0,1,0
CORE03,CORE06,run3_K8,8,C0004,0.85714286,C0005,1.0,1,0
CORE04,CORE05,run3_K8,8,C0007,0.9,C0003,1.0,1,0
CORE04,CORE06,run3_K8,8,C0007,0.9,C0005,1.0,1,0
CORE05,CORE06,run3_K8,8,C0003,1.0,C0005,1.0,1,0
