core_id,clinical_variable,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,effect_size,direction,p_value,q_value,available_n,missing_n,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,ci_low,ci_high
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T3B,0,14,4,89,0.0,0.0449438202247191,-0.0449438202247191,0.65517241,0.03346662,12.82624075
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T4,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955,1.20689655,0.05508906,26.44080736
CORE03,m_stage,,,,,,,,,,0.06652398,0.3492509,98,5,M0,8,12,76,86,0.6666666666666666,0.8837209302325582,-0.21705426356589153,0.25925926,0.06980343,0.96292347
CORE03,m_stage,,,,,,,,,,0.06652398,0.3492509,98,5,M1,4,12,10,86,0.3333333333333333,0.11627906976744186,0.21705426356589147,3.85714286,1.03850413,14.32594306
CORE03,grade,,,,,,,,,,0.55970137,1.0,103,0,G2,4,14,35,89,0.2857142857142857,0.39325842696629215,-0.10754414125200645,0.65794769,0.20167267,2.14652364
CORE03,grade,,,,,,,,,,0.77834131,1.0,103,0,G3,7,14,40,89,0.5,0.449438202247191,0.050561797752809,1.22222222,0.4092809,3.64988241
CORE03,grade,,,,,,,,,,0.69780168,1.0,103,0,G4,3,14,14,89,0.21428571428571427,0.15730337078651685,0.056982343499197424,1.58470765,0.42251938,5.94362871
CORE04,age,10,93,55.0,58.0,58.5,59.08602151,-0.05091921,-0.05091921,lower_in_core,0.76347775,1.0,103,0,,,,,,,,,,,
CORE04,gender,,,,,,,,,,1.0,1.0,103,0,FEMALE,3,10,29,93,0.3,0.3118279569892473,-0.011827956989247324,1.02033898,0.26677342,3.90253134
CORE04,gender,,,,,,,,,,1.0,1.0,103,0,MALE,7,10,64,93,0.7,0.6881720430107527,0.011827956989247213,0.98006645,0.25624394,3.74849936
CORE04,stage_group,,,,,,,,,,0.50614807,1.0,103,0,I,4,10,52,93,0.4,0.5591397849462365,-0.15913978494623648,0.54725275,0.15383447,1.94680405
CORE04,stage_group,,,,,,,,,,1.0,1.0,103,0,II,1,10,8,93,0.1,0.08602150537634409,0.013978494623655913,1.58823529,0.24706345,10.20989274
CORE04,stage_group,,,,,,,,,,0.22456427,1.0,103,0,III,4,10,19,93,0.4,0.20430107526881722,0.1956989247311828,2.64497041,0.7199317,9.71740584
CORE04,stage_group,,,,,,,,,,1.0,1.0,103,0,IV,1,10,14,93,0.1,0.15053763440860216,-0.05053763440860215,0.86569873,0.14157326,5.29361462
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T1,0,10,1,93,0.0,0.010752688172043012,-0.010752688172043012,2.93650794,0.11231278,76.77736203
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T1A,3,10,29,93,0.3,0.3118279569892473,-0.011827956989247324,1.02033898,0.26677342,3.90253134
CORE04,t_stage,,,,,,,,,,0.44508405,1.0,103,0,T1B,1,10,25,93,0.1,0.26881720430107525,-0.16881720430107525,0.42414861,0.07145178,2.51781036
CORE04,t_stage,,,,,,,,,,0.24981679,1.0,103,0,T2,2,10,8,93,0.2,0.08602150537634409,0.11397849462365592,2.95847751,0.61148507,14.31365972
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T2A,0,10,1,93,0.0,0.010752688172043012,-0.010752688172043012,2.93650794,0.11231278,76.77736203
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T2B,0,10,1,93,0.0,0.010752688172043012,-0.010752688172043012,2.93650794,0.11231278,76.77736203
CORE04,t_stage,,,,,,,,,,0.26729008,1.0,103,0,T3A,4,10,22,93,0.4,0.23655913978494625,0.16344086021505377,2.2,0.60440756,8.0078416
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T3B,0,10,4,93,0.0,0.043010752688172046,-0.043010752688172046,0.94708995,0.04758232,18.85110435
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T4,0,10,2,93,0.0,0.021505376344086023,-0.021505376344086023,1.74285714,0.07829071,38.79835841
CORE04,m_stage,,,,,,,,,,1.0,1.0,98,5,M0,9,10,75,88,0.9,0.8522727272727273,0.04772727272727273,1.13245033,0.1840677,6.96723936
CORE04,m_stage,,,,,,,,,,1.0,1.0,98,5,M1,1,10,13,88,0.1,0.14772727272727273,-0.04772727272727273,0.88304094,0.14352887,5.43278358
CORE04,grade,,,,,,,,,,0.73860182,1.0,103,0,G2,3,10,36,93,0.3,0.3870967741935484,-0.08709677419354839,0.73515982,0.19348882,2.79323612
CORE04,grade,,,,,,,,,,0.75163002,1.0,103,0,G3,4,10,43,93,0.4,0.46236559139784944,-0.06236559139784942,0.80371353,0.22604735,2.85761118
CORE04,grade,,,,,,,,,,0.36274035,1.0,103,0,G4,3,10,14,93,0.3,0.15053763440860216,0.14946236559139783,2.55862069,0.63936431,10.23913861
CORE05,age,9,94,58.0,58.0,56.11111111,59.30851064,-0.27866454,-0.27866454,lower_in_core,0.59090631,0.80827774,103,0,,,,,,,,,,,
CORE05,gender,,,,,,,,,,0.45412342,0.80827774,103,0,FEMALE,4,9,28,94,0.4444444444444444,0.2978723404255319,0.14657210401891252,1.90909091,0.50953717,7.15282085
CORE05,gender,,,,,,,,,,0.45412342,0.80827774,103,0,MALE,5,9,66,94,0.5555555555555556,0.7021276595744681,-0.14657210401891252,0.52380952,0.13980498,1.96256536
CORE05,stage_group,,,,,,,,,,0.07577144,0.36699029,103,0,I,2,9,54,94,0.2222222222222222,0.574468085106383,-0.3522458628841608,0.24770642,0.05593705,1.09692012
CORE05,stage_group,,,,,,,,,,0.03016529,0.28769405,103,0,II,3,9,6,94,0.3333333333333333,0.06382978723404255,0.2695035460992908,7.33136095,1.59681238,33.66009317
CORE05,stage_group,,,,,,,,,,1.0,1.0,103,0,III,2,9,21,94,0.2222222222222222,0.22340425531914893,-0.0011820330969267157,1.13953488,0.25175971,5.15785365
CORE05,stage_group,,,,,,,,,,0.61583066,0.80827774,103,0,IV,2,9,13,94,0.2222222222222222,0.13829787234042554,0.08392434988179667,2.01234568,0.43015793,9.41406607
CORE05,t_stage,,,,,,,,,,0.08737864,0.36699029,103,0,T1,1,9,0,94,0.1111111111111111,0.0,0.1111111111111111,33.35294118,1.25914056,883.47458631
CORE05,t_stage,,,,,,,,,,0.26756964,0.62432916,103,0,T1A,1,9,31,94,0.1111111111111111,0.32978723404255317,-0.21867612293144206,0.3557423,0.0595382,2.12556967
CORE05,t_stage,,,,,,,,,,0.10727551,0.37546429,103,0,T1B,0,9,26,94,0.0,0.2765957446808511,-0.2765957446808511,0.13604767,0.00764466,2.42116192
CORE05,t_stage,,,,,,,,,,0.04109915,0.28769405,103,0,T2,3,9,7,94,0.3333333333333333,0.07446808510638298,0.25886524822695034,6.28205128,1.40417979,28.10478299
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T2A,0,9,1,94,0.0,0.010638297872340425,-0.010638297872340425,3.28070175,0.12474817,86.27785385
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T2B,0,9,1,94,0.0,0.010638297872340425,-0.010638297872340425,3.28070175,0.12474817,86.27785385
CORE05,t_stage,,,,,,,,,,0.22497011,0.59054654,103,0,T3A,4,9,22,94,0.4444444444444444,0.23404255319148937,0.21040189125295505,2.63636364,0.69543096,9.99439717
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T3B,0,9,4,94,0.0,0.0425531914893617,-0.0425531914893617,1.05847953,0.05284187,21.20248352
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T4,0,9,2,94,0.0,0.02127659574468085,-0.02127659574468085,1.94736842,0.08694322,43.61747299
CORE05,m_stage,,,,,,,,,,0.61215873,0.80827774,98,5,M0,7,9,77,89,0.7777777777777778,0.8651685393258427,-0.08739076154806491,0.48387097,0.10259304,2.2821344
CORE05,m_stage,,,,,,,,,,0.61215873,0.80827774,98,5,M1,2,9,12,89,0.2222222222222222,0.1348314606741573,0.08739076154806491,2.06666667,0.43818629,9.74724961
CORE05,grade,,,,,,,,,,0.47710518,0.80827774,103,0,G2,2,9,37,94,0.2222222222222222,0.39361702127659576,-0.17139479905437355,0.51111111,0.11526757,2.26633184
CORE05,grade,,,,,,,,,,0.17566453,0.52699359,103,0,G3,2,9,45,94,0.2222222222222222,0.4787234042553192,-0.25650118203309696,0.36263736,0.08198173,1.60408736
CORE05,grade,,,,,,,,,,0.00576972,0.12116412,103,0,G4,5,9,12,94,0.5555555555555556,0.1276595744680851,0.4278959810874705,8.06666667,2.02818445,32.08342874
CORE06,age,5,98,57.0,58.0,57.0,59.13265306,-0.18543403,-0.18543403,lower_in_core,0.65612388,1.0,103,0,,,,,,,,,,,
CORE06,gender,,,,,,,,,,0.32099206,0.74898147,103,0,FEMALE,0,5,32,98,0.0,0.32653061224489793,-0.32653061224489793,0.18601399,0.00997894,3.46742323
CORE06,gender,,,,,,,,,,0.32099206,0.74898147,103,0,MALE,5,5,66,98,1.0,0.673469387755102,0.326530612244898,5.37593985,0.2883986,100.2110599
CORE06,stage_group,,,,,,,,,,1.0,1.0,103,0,I,3,5,53,98,0.6,0.5408163265306123,0.05918367346938769,1.19065421,0.22403141,6.32794039
CORE06,stage_group,,,,,,,,,,1.0,1.0,103,0,II,0,5,9,98,0.0,0.09183673469387756,-0.09183673469387756,0.85645933,0.04387952,16.71673979
CORE06,stage_group,,,,,,,,,,0.58446627,1.0,103,0,III,0,5,23,98,0.0,0.23469387755102042,-0.23469387755102042,0.29206963,0.01556608,5.48016486
CORE06,stage_group,,,,,,,,,,0.15292384,0.61339866,103,0,IV,2,5,13,98,0.4,0.1326530612244898,0.2673469387755102,4.52380952,0.80880663,25.30252832
CORE06,t_stage,,,,,,,,,,1.0,1.0,103,0,T1,0,5,1,98,0.0,0.01020408163265306,-0.01020408163265306,5.90909091,0.21493078,162.45860984
CORE06,t_stage,,,,,,,,,,0.32099206,0.74898147,103,0,T1A,0,5,32,98,0.0,0.32653061224489793,-0.32653061224489793,0.18601399,0.00997894,3.46742323
CORE06,t_stage,,,,,,,,,,0.10080426,0.61339866,103,0,T1B,3,5,23,98,0.6,0.23469387755102042,0.36530612244897953,4.49787234,0.83179148,24.32202788
CORE06,t_stage,,,,,,,,,,0.40632232,0.85327687,103,0,T2,1,5,9,98,0.2,0.09183673469387756,0.10816326530612246,3.14035088,0.44004545,22.41087507
CORE06,t_stage,,,,,,,,,,1.0,1.0,103,0,T2A,0,5,1,98,0.0,0.01020408163265306,-0.01020408163265306,5.90909091,0.21493078,162.45860984
CORE06,t_stage,,,,,,,,,,1.0,1.0,103,0,T2B,0,5,1,98,0.0,0.01020408163265306,-0.01020408163265306,5.90909091,0.21493078,162.45860984
CORE06,t_stage,,,,,,,,,,1.0,1.0,103,0,T3A,1,5,25,98,0.2,0.25510204081632654,-0.055102040816326525,0.96078431,0.14341346,6.43667986
CORE06,t_stage,,,,,,,,,,1.0,1.0,103,0,T3B,0,5,4,98,0.0,0.04081632653061224,-0.04081632653061224,1.90909091,0.0908062,40.13633426
CORE06,t_stage,,,,,,,,,,1.0,1.0,103,0,T4,0,5,2,98,0.0,0.02040816326530612,-0.02040816326530612,3.50909091,0.14952492,82.35228735
CORE06,m_stage,,,,,,,,,,0.14763226,0.61339866,98,5,M0,3,5,81,93,0.6,0.8709677419354839,-0.2709677419354839,0.21472393,0.03811341,1.20971498
CORE06,m_stage,,,,,,,,,,0.14763226,0.61339866,98,5,M1,2,5,12,93,0.4,0.12903225806451613,0.2709677419354839,4.65714286,0.826641,26.23748344
CORE06,grade,,,,,,,,,,0.15380559,0.61339866,103,0,G2,0,5,39,98,0.0,0.3979591836734694,-0.3979591836734694,0.13693901,0.00736405,2.5464642
CORE06,grade,,,,,,,,,,0.17525676,0.61339866,103,0,G3,4,5,43,98,0.8,0.4387755102040816,0.3612244897959184,3.82758621,0.57821189,25.33745243
CORE06,grade,,,,,,,,,,1.0,1.0,103,0,G4,1,5,16,98,0.2,0.16326530612244897,0.036734693877551045,1.66666667,0.24385289,11.39120311
