feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared
wavelet-HLH_firstorder_Entropy,4,56,21;14;12;9,estimable,,3.69147571,0.29676418,0.48398659,0.01329761
wavelet-HLH_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,4.91238513,0.17832631,0.42361748,0.03677664
wavelet-HLH_firstorder_Maximum,4,56,21;14;12;9,estimable,,0.5951635,0.89753868,0.93392538,0.0
wavelet-HLH_firstorder_Mean,4,56,21;14;12;9,estimable,,0.51089032,0.91649242,0.94407915,0.0
wavelet-HLH_firstorder_Median,4,56,21;14;12;9,estimable,,7.96716494,0.0466952,0.33559749,0.0955224
wavelet-HLH_firstorder_Skewness,4,56,21;14;12;9,estimable,,1.58572025,0.66263197,0.75870129,0.0
wavelet-HLH_glcm_Autocorrelation,4,56,21;14;12;9,estimable,,3.49406254,0.32153301,0.50016246,0.0095012
wavelet-HLH_glcm_Correlation,4,56,21;14;12;9,estimable,,1.69031209,0.63908978,0.73794134,0.0
wavelet-HLH_glcm_Id,4,56,21;14;12;9,estimable,,4.36597446,0.22456116,0.44164488,0.02626874
wavelet-HLH_glcm_Idmn,4,56,21;14;12;9,estimable,,1.15025659,0.76495785,0.82757237,0.0
wavelet-HLH_glcm_Imc1,4,56,21;14;12;9,estimable,,4.25247643,0.23546023,0.4422058,0.02408609
wavelet-HLH_glcm_Imc2,4,56,21;14;12;9,estimable,,5.25959243,0.15374597,0.41177182,0.0434537
wavelet-HLH_glcm_MCC,4,56,21;14;12;9,estimable,,3.99807555,0.26167201,0.46722626,0.01919376
wavelet-HLH_glcm_MaximumProbability,4,56,21;14;12;9,estimable,,2.15867049,0.54013481,0.67626635,0.0
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,4.41102757,0.22036505,0.43788668,0.02713515
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,1.10751581,0.77526005,0.82909755,0.0
wavelet-HLH_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,5.17191789,0.15963272,0.41630502,0.04176765
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,4,56,21;14;12;9,estimable,,7.95561821,0.0469379,0.33559749,0.09530035
wavelet-HLH_glrlm_RunVariance,4,56,21;14;12;9,estimable,,6.43543382,0.09224391,0.33820342,0.06606604
wavelet-HLH_glszm_GrayLevelVariance,4,56,21;14;12;9,estimable,,1.88580081,0.596444,0.70928476,0.0
wavelet-HLH_glszm_LargeAreaEmphasis,4,56,21;14;12;9,estimable,,2.65195727,0.44845349,0.60580559,0.0
wavelet-HLH_glszm_SizeZoneNonUniformity,4,56,21;14;12;9,estimable,,4.46567311,0.21537268,0.43314652,0.02818602
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,13.39084318,0.00386329,0.33559749,0.19982391
wavelet-HLH_glszm_SmallAreaEmphasis,4,56,21;14;12;9,estimable,,15.68350937,0.00131661,0.33559749,0.24391364
wavelet-HLH_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,10.52404822,0.01459865,0.33559749,0.14469323
wavelet-HLH_glszm_ZonePercentage,4,56,21;14;12;9,estimable,,4.04906612,0.25621439,0.46420019,0.02017435
wavelet-HLH_gldm_DependenceEntropy,4,56,21;14;12;9,estimable,,6.56150794,0.08726809,0.33820342,0.06849054
wavelet-HLH_gldm_DependenceVariance,4,56,21;14;12;9,estimable,,5.98819967,0.11218575,0.37658205,0.05746538
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,9.49383876,0.023397,0.33559749,0.12488151
wavelet-HLH_ngtdm_Busyness,4,56,21;14;12;9,estimable,,0.68838764,0.87593184,0.91764288,0.0
wavelet-HLH_ngtdm_Strength,4,56,21;14;12;9,estimable,,2.13320504,0.54522442,0.67713355,0.0
wavelet-HHL_firstorder_90Percentile,4,56,21;14;12;9,estimable,,4.29132355,0.23167623,0.44219881,0.02483315
wavelet-HHL_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,0.12662609,0.98846107,0.98846107,0.0
wavelet-HHL_firstorder_Maximum,4,56,21;14;12;9,estimable,,6.56569996,0.08710716,0.33820342,0.06857115
wavelet-HHL_firstorder_Mean,4,56,21;14;12;9,estimable,,1.35196623,0.71683171,0.79991666,0.0
wavelet-HHL_firstorder_Median,4,56,21;14;12;9,estimable,,3.65006266,0.30181465,0.48830523,0.0125012
wavelet-HHL_firstorder_Skewness,4,56,21;14;12;9,estimable,,5.1016977,0.16450002,0.41630502,0.04041726
wavelet-HHL_firstorder_Uniformity,4,56,21;14;12;9,estimable,,3.57836556,0.31073969,0.48830523,0.01112241
wavelet-HHL_glcm_Autocorrelation,4,56,21;14;12;9,estimable,,5.67648287,0.12845587,0.37900853,0.05147082
wavelet-HHL_glcm_Correlation,4,56,21;14;12;9,estimable,,1.30133369,0.7288164,0.80457151,0.0
wavelet-HHL_glcm_Imc1,4,56,21;14;12;9,estimable,,1.12456737,0.77114698,0.82757237,0.0
wavelet-HHL_glcm_Imc2,4,56,21;14;12;9,estimable,,4.47493734,0.21453674,0.43314652,0.02836418
wavelet-HHL_glcm_InverseVariance,4,56,21;14;12;9,estimable,,5.67706469,0.12842351,0.37900853,0.05148201
wavelet-HHL_glrlm_LongRunEmphasis,4,56,21;14;12;9,estimable,,3.68959601,0.29699177,0.48398659,0.01326146
wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,4.89954052,0.17930282,0.42361748,0.03652963
wavelet-HHL_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,5.93973028,0.11457958,0.37658205,0.05653327
wavelet-HHL_glszm_GrayLevelNonUniformity,4,56,21;14;12;9,estimable,,4.68538907,0.1963382,0.42361748,0.03241133
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,5.55483948,0.13539515,0.38258446,0.04913153
wavelet-HHL_glszm_SmallAreaEmphasis,4,56,21;14;12;9,estimable,,1.34064327,0.71950529,0.79991666,0.0
wavelet-HHL_glszm_ZonePercentage,4,56,21;14;12;9,estimable,,2.96210765,0.3975044,0.55650616,0.0
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,1.33798783,0.72013286,0.79991666,0.0
wavelet-HHH_firstorder_Entropy,4,56,21;14;12;9,estimable,,5.50529598,0.1383222,0.38730216,0.04817877
wavelet-HHH_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,4.54551557,0.20826616,0.43043189,0.02972145
wavelet-HHH_firstorder_Maximum,4,56,21;14;12;9,estimable,,3.29714166,0.34804067,0.51785762,0.00571426
wavelet-HHH_firstorder_Mean,4,56,21;14;12;9,estimable,,3.58333333,0.31011381,0.48830523,0.01121795
wavelet-HHH_firstorder_Median,4,56,21;14;12;9,estimable,,3.53732546,0.3159533,0.49397775,0.01033318
wavelet-HHH_firstorder_Skewness,4,56,21;14;12;9,estimable,,2.45123225,0.48416901,0.6400174,0.0
wavelet-HHH_glcm_Autocorrelation,4,56,21;14;12;9,estimable,,3.62805824,0.30452923,0.48830523,0.01207804
wavelet-HHH_glcm_Correlation,4,56,21;14;12;9,estimable,,2.17521482,0.53684676,0.67489307,0.0
wavelet-HHH_glcm_Idmn,4,56,21;14;12;9,estimable,,1.86713808,0.60043503,0.71128457,0.0
wavelet-HHH_glcm_Imc1,4,56,21;14;12;9,estimable,,2.36243884,0.50066492,0.64520835,0.0
wavelet-HHH_glcm_Imc2,4,56,21;14;12;9,estimable,,2.59807256,0.45782755,0.61475919,0.0
wavelet-HHH_glcm_MaximumProbability,4,56,21;14;12;9,estimable,,4.17366332,0.24331195,0.45418231,0.02257045
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,1.7370808,0.62872159,0.73629753,0.0
wavelet-HHH_glrlm_RunEntropy,4,56,21;14;12;9,estimable,,11.02686776,0.01158148,0.33559749,0.15436284
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,4,56,21;14;12;9,estimable,,4.64455782,0.19975285,0.42361748,0.03162611
wavelet-HHH_glrlm_RunVariance,4,56,21;14;12;9,estimable,,6.78707185,0.07900325,0.33820342,0.0728283
wavelet-HHH_glszm_GrayLevelVariance,4,56,21;14;12;9,estimable,,4.65714553,0.19869431,0.42361748,0.03186818
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,3.6957483,0.29624744,0.48398659,0.01337977
wavelet-HHH_glszm_SmallAreaEmphasis,4,56,21;14;12;9,estimable,,5.4088495,0.14419322,0.40010371,0.04632403
wavelet-HHH_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,4.91799116,0.17790168,0.42361748,0.03688445
wavelet-HHH_glszm_ZonePercentage,4,56,21;14;12;9,estimable,,4.59601384,0.2038843,0.42429976,0.03069257
wavelet-HHH_gldm_DependenceEntropy,4,56,21;14;12;9,estimable,,6.94425051,0.07369609,0.33820342,0.07585097
wavelet-HHH_gldm_DependenceVariance,4,56,21;14;12;9,estimable,,8.07363647,0.04451412,0.33559749,0.09756993
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,4,56,21;14;12;9,estimable,,5.83840554,0.11974236,0.37658205,0.05458472
wavelet-LLL_firstorder_Entropy,4,56,21;14;12;9,estimable,,7.73303795,0.05186356,0.33559749,0.09101996
wavelet-LLL_firstorder_Kurtosis,4,56,21;14;12;9,estimable,,2.87219537,0.41175275,0.56869887,0.0
wavelet-LLL_firstorder_MeanAbsoluteDeviation,4,56,21;14;12;9,estimable,,7.82394976,0.04979376,0.33559749,0.09276826
wavelet-LLL_firstorder_Minimum,4,56,21;14;12;9,estimable,,7.2786132,0.06352817,0.33820342,0.08228102
wavelet-LLL_firstorder_Skewness,4,56,21;14;12;9,estimable,,1.94805466,0.58325784,0.69629231,0.0
wavelet-LLL_glcm_Correlation,4,56,21;14;12;9,estimable,,10.39211123,0.01551092,0.33559749,0.14215599
wavelet-LLL_glcm_Idmn,4,56,21;14;12;9,estimable,,2.96491228,0.39706671,0.55650616,0.0
wavelet-LLL_glcm_Idn,4,56,21;14;12;9,estimable,,2.08964375,0.55401074,0.68070988,0.0
wavelet-LLL_glcm_Imc1,4,56,21;14;12;9,estimable,,6.72141664,0.08132767,0.33820342,0.0715657
wavelet-LLL_glcm_MaximumProbability,4,56,21;14;12;9,estimable,,4.80898675,0.18633045,0.42361748,0.03478821
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,4,56,21;14;12;9,estimable,,8.29033894,0.04037732,0.33559749,0.10173729
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,4,56,21;14;12;9,estimable,,10.34015097,0.01588539,0.33559749,0.14115675
wavelet-LLL_glszm_ZoneEntropy,4,56,21;14;12;9,estimable,,3.82560568,0.28092178,0.47803264,0.01587703
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,4,56,21;14;12;9,estimable,,3.69169949,0.2967371,0.48398659,0.01330191
wavelet-LLL_ngtdm_Contrast,4,56,21;14;12;9,estimable,,6.46331603,0.09112051,0.33820342,0.06660223
wavelet-LLL_ngtdm_Strength,4,56,21;14;12;9,estimable,,9.13615885,0.0275343,0.33559749,0.11800305
