state_id,clinical_variable,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,effect_size,direction,p_value,q_value,available_n,missing_n,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,ci_low,ci_high
STATE_C,stage_group,,,,,,,,,,0.13926147,0.57971014,69,0,III,5,14,9,55,0.35714285714285715,0.16363636363636364,0.19350649350649352,2.83379501,0.80310162,9.99922544
STATE_C,stage_group,,,,,,,,,,0.2454711,0.61367775,69,0,IV,4,14,8,55,0.2857142857142857,0.14545454545454545,0.14025974025974025,2.39495798,0.63736624,8.99925874
STATE_C,t_stage,,,,,,,,,,1.0,1.0,69,0,T1,0,14,1,55,0.0,0.01818181818181818,-0.01818181818181818,1.25287356,0.04845091,32.39757954
STATE_C,t_stage,,,,,,,,,,0.04921841,0.4921841,69,0,T1A,1,14,20,55,0.07142857142857142,0.36363636363636365,-0.29220779220779225,0.19241192,0.03269704,1.1322845
STATE_C,t_stage,,,,,,,,,,0.7239038,1.0,69,0,T1B,4,14,12,55,0.2857142857142857,0.21818181818181817,0.06753246753246753,1.49142857,0.41846197,5.31555872
STATE_C,t_stage,,,,,,,,,,1.0,1.0,69,0,T2,2,14,7,55,0.14285714285714285,0.12727272727272726,0.01558441558441559,1.29333333,0.27162017,6.15827277
STATE_C,t_stage,,,,,,,,,,0.20289855,0.57971014,69,0,T2B,1,14,0,55,0.07142857142857142,0.0,0.07142857142857142,12.33333333,0.47560926,319.82369769
STATE_C,t_stage,,,,,,,,,,0.17001336,0.57971014,69,0,T3A,6,14,12,55,0.42857142857142855,0.21818181818181817,0.21038961038961038,2.66117647,0.80199576,8.83029631
STATE_C,t_stage,,,,,,,,,,1.0,1.0,69,0,T3B,0,14,2,55,0.0,0.03636363636363636,-0.03636363636363636,0.73793103,0.03353125,16.23984074
STATE_C,t_stage,,,,,,,,,,1.0,1.0,69,0,T4,0,14,1,55,0.0,0.01818181818181818,-0.01818181818181818,1.25287356,0.04845091,32.39757954
STATE_C,m_stage,,,,,,,,,,0.19395411,0.57971014,65,4,M0,8,12,46,53,0.6666666666666666,0.8679245283018868,-0.2012578616352202,0.3046595,0.07675506,1.20926762
STATE_C,m_stage,,,,,,,,,,0.19395411,0.57971014,65,4,M1,4,12,7,53,0.3333333333333333,0.1320754716981132,0.2012578616352201,3.28235294,0.82694681,13.02845688
STATE_C,grade,,,,,,,,,,0.75637293,1.0,69,0,G2,4,14,20,55,0.2857142857142857,0.36363636363636365,-0.07792207792207795,0.74216028,0.2167284,2.54143845
STATE_C,grade,,,,,,,,,,0.76370923,1.0,69,0,G3,7,14,23,55,0.5,0.41818181818181815,0.08181818181818185,1.38297872,0.44104491,4.33658816
STATE_C,grade,,,,,,,,,,1.0,1.0,69,0,G4,3,14,12,55,0.21428571428571427,0.21818181818181817,-0.0038961038961038974,1.05913043,0.27408261,4.09277072
STATE_D,age,24,45,57.0,58.0,57.29166667,58.53333333,-0.10887538,-0.10887538,lower_in_core,0.71465896,0.98688652,69,0,,,,,,,,,,,
STATE_D,gender,,,,,,,,,,1.0,1.0,69,0,FEMALE,7,24,13,45,0.2916666666666667,0.28888888888888886,0.0027777777777778234,1.03174603,0.35562579,2.99331464
STATE_D,gender,,,,,,,,,,1.0,1.0,69,0,MALE,17,24,32,45,0.7083333333333334,0.7111111111111111,-0.002777777777777768,0.96923077,0.33407781,2.81194457
STATE_D,stage_group,,,,,,,,,,0.08423165,0.44569112,69,0,I,9,24,27,45,0.375,0.6,-0.22499999999999998,0.41231672,0.15171526,1.12055358
STATE_D,stage_group,,,,,,,,,,0.22675416,0.64786903,69,0,II,4,24,3,45,0.16666666666666666,0.06666666666666667,0.09999999999999999,2.66550523,0.59892736,11.86273757
STATE_D,stage_group,,,,,,,,,,0.53710856,0.83021837,69,0,III,6,24,8,45,0.25,0.17777777777777778,0.07222222222222222,1.55007949,0.4843696,4.96056406
STATE_D,stage_group,,,,,,,,,,0.74016489,0.98688652,69,0,IV,5,24,7,45,0.20833333333333334,0.15555555555555556,0.052777777777777785,1.44786325,0.42413517,4.94254693
STATE_D,t_stage,,,,,,,,,,0.34782609,0.83021837,69,0,T1,1,24,0,45,0.041666666666666664,0.0,0.041666666666666664,5.80851064,0.22767464,148.18864457
STATE_D,t_stage,,,,,,,,,,0.09986796,0.44569112,69,0,T1A,4,24,17,45,0.16666666666666666,0.37777777777777777,-0.2111111111111111,0.35749129,0.10971014,1.164888
STATE_D,t_stage,,,,,,,,,,0.38975301,0.83021837,69,0,T1B,4,24,12,45,0.16666666666666666,0.26666666666666666,-0.1,0.58829268,0.17550076,1.9720044
STATE_D,t_stage,,,,,,,,,,0.05599102,0.44569112,69,0,T2,6,24,3,45,0.25,0.06666666666666667,0.18333333333333335,4.26640927,1.04214728,17.4660995
STATE_D,t_stage,,,,,,,,,,1.0,1.0,69,0,T2B,0,24,1,45,0.0,0.022222222222222223,-0.022222222222222223,0.60544218,0.02374886,15.43485891
STATE_D,t_stage,,,,,,,,,,0.15232341,0.5077447,69,0,T3A,9,24,9,45,0.375,0.2,0.175,2.35483871,0.80137977,6.91964728
STATE_D,t_stage,,,,,,,,,,0.53964194,0.83021837,69,0,T3B,0,24,2,45,0.0,0.044444444444444446,-0.044444444444444446,0.35510204,0.01637718,7.69958341
STATE_D,t_stage,,,,,,,,,,1.0,1.0,69,0,T4,0,24,1,45,0.0,0.022222222222222223,-0.022222222222222223,0.60544218,0.02374886,15.43485891
STATE_D,m_stage,,,,,,,,,,0.51703975,0.83021837,65,4,M0,19,24,35,41,0.7916666666666666,0.8536585365853658,-0.061991869918699205,0.64916773,0.18362101,2.29504642
STATE_D,m_stage,,,,,,,,,,0.51703975,0.83021837,65,4,M1,5,24,6,41,0.20833333333333334,0.14634146341463414,0.061991869918699205,1.54043393,0.43572103,5.44599983
STATE_D,grade,,,,,,,,,,0.11142278,0.44569112,69,0,G2,5,24,19,45,0.20833333333333334,0.4222222222222222,-0.21388888888888888,0.38330046,0.12601643,1.16587369
STATE_D,grade,,,,,,,,,,1.0,1.0,69,0,G3,10,24,20,45,0.4166666666666667,0.4444444444444444,-0.027777777777777735,0.90075694,0.3366128,2.41037494
STATE_D,grade,,,,,,,,,,0.03141508,0.44569112,69,0,G4,9,24,6,45,0.375,0.13333333333333333,0.24166666666666667,3.72456576,1.1701743,11.85497759
