state_id,pathway,state_n,rest_n,tss_level_n,unadjusted_beta,unadjusted_smd,tss_adjusted_beta,tss_adjusted_ci_low,tss_adjusted_ci_high,tss_adjusted_p_value,effect_attenuation,tss_levels,tss_adjusted_q_value
STATE_C,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,14,55,6,0.01921608,0.73516029,0.01593488,-0.00053188,0.03240164,0.05763008,0.17075284,B0;B8;BP;CJ;CZ;G6,0.24012533
STATE_C,HALLMARK_SPERMATOGENESIS,14,55,6,-0.02769586,-0.77879022,-0.03333515,-0.05506101,-0.01160929,0.00320146,-0.20361504,B0;B8;BP;CJ;CZ;G6,0.02286757
STATE_C,HALLMARK_TGF_BETA_SIGNALING,14,55,6,-0.03262406,-0.59882729,-0.01596647,-0.04788944,0.0159565,0.32129452,0.51059226,B0;B8;BP;CJ;CZ;G6,0.56244505
STATE_C,HALLMARK_TNFA_SIGNALING_VIA_NFKB,14,55,6,0.01959558,0.24830635,0.03914039,-0.00634281,0.08462359,0.09038294,-0.99740911,B0;B8;BP;CJ;CZ;G6,0.31221647
STATE_C,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,14,55,6,-0.00341872,-0.11339042,-0.00235184,-0.01947831,0.01477463,0.7846107,0.31206896,B0;B8;BP;CJ;CZ;G6,0.89160307
STATE_C,HALLMARK_UV_RESPONSE_DN,14,55,6,-0.03990513,-0.75707639,-0.02370392,-0.05517021,0.00776237,0.13718427,0.40599312,B0;B8;BP;CJ;CZ;G6,0.35385112
STATE_C,HALLMARK_UV_RESPONSE_UP,14,55,6,0.0037376,0.19429123,0.00564347,-0.00572556,0.0170125,0.32492325,-0.50991611,B0;B8;BP;CJ;CZ;G6,0.56244505
STATE_C,HALLMARK_WNT_BETA_CATENIN_SIGNALING,14,55,6,-0.047717,-0.75073636,-0.03153434,-0.06855935,0.00549067,0.09366494,0.3391382,B0;B8;BP;CJ;CZ;G6,0.31221647
STATE_C,HALLMARK_XENOBIOTIC_METABOLISM,14,55,6,0.01003176,0.24450165,0.0082557,-0.01779144,0.03430284,0.52868631,0.17704342,B0;B8;BP;CJ;CZ;G6,0.67780296
STATE_D,HALLMARK_ADIPOGENESIS,24,45,6,-0.0002251,-0.00688147,0.00386138,-0.01302951,0.02075227,0.64928315,-16.15435843,B0;B8;BP;CJ;CZ;G6,0.92754736
STATE_D,HALLMARK_ALLOGRAFT_REJECTION,24,45,6,0.0105806,0.09871194,-0.00266871,-0.05901056,0.05367315,0.92487122,0.74777345,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_ANDROGEN_RESPONSE,24,45,6,-0.00739879,-0.16723943,-0.01177771,-0.03425677,0.01070136,0.299007,-0.59184275,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_ANGIOGENESIS,24,45,6,0.00872033,0.09700703,-0.00153039,-0.04453779,0.04147701,0.94352149,0.82450295,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_APICAL_JUNCTION,24,45,6,0.00222969,0.05099857,0.00106258,-0.02138291,0.02350807,0.92491239,0.52344142,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_APICAL_SURFACE,24,45,6,-0.00191505,-0.03842761,-0.01160304,-0.03715545,0.01394938,0.36754704,-5.05887039,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_APOPTOSIS,24,45,6,-0.00232198,-0.06339336,-0.00843277,-0.02669126,0.00982571,0.35946387,-2.63172173,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_BILE_ACID_METABOLISM,24,45,6,0.00661167,0.12456553,0.01266624,-0.0143721,0.03970457,0.35268639,-0.91573797,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24,45,6,0.01785263,0.63529478,0.01777249,0.00369922,0.03184576,0.01416339,0.00448858,B0;B8;BP;CJ;CZ;G6,0.4370045
STATE_D,HALLMARK_COAGULATION,24,45,6,0.01842592,0.34678192,0.01889124,-0.00864573,0.04642821,0.17520647,-0.02525362,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_COMPLEMENT,24,45,6,0.00439945,0.0831382,-0.00055844,-0.02797949,0.02686261,0.96765787,0.87306519,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_DNA_REPAIR,24,45,6,0.00909606,0.38516112,0.00876204,-0.0038648,0.02138887,0.17036871,0.03672161,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_E2F_TARGETS,24,45,6,0.00542656,0.11429324,0.00199057,-0.02253053,0.02651167,0.87161922,0.63317984,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24,45,6,0.02517773,0.25338602,0.01594288,-0.0335705,0.06545626,0.52217525,0.36678649,B0;B8;BP;CJ;CZ;G6,0.87029208
STATE_D,HALLMARK_ESTROGEN_RESPONSE_EARLY,24,45,6,0.00274538,0.08446336,0.00363879,-0.01350048,0.02077806,0.67274635,-0.32542435,B0;B8;BP;CJ;CZ;G6,0.93436993
STATE_D,HALLMARK_ESTROGEN_RESPONSE_LATE,24,45,6,-0.00023956,-0.0090185,-0.00065504,-0.01479865,0.01348858,0.92653678,-1.73430038,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_FATTY_ACID_METABOLISM,24,45,6,-0.00397579,-0.07832405,-0.0002594,-0.02630318,0.02578438,0.98417921,0.93475568,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_G2M_CHECKPOINT,24,45,6,-0.0018774,-0.03978771,-0.00794034,-0.03238355,0.01650286,0.51850203,-3.22943734,B0;B8;BP;CJ;CZ;G6,0.87029208
STATE_D,HALLMARK_GLYCOLYSIS,24,45,6,0.01941689,0.51032578,0.02370733,0.00429947,0.04311518,0.01748018,-0.22096442,B0;B8;BP;CJ;CZ;G6,0.4370045
STATE_D,HALLMARK_HEDGEHOG_SIGNALING,24,45,6,0.0095732,0.20350259,0.00648882,-0.01831367,0.03129131,0.60285887,0.32218919,B0;B8;BP;CJ;CZ;G6,0.92754736
STATE_D,HALLMARK_HEME_METABOLISM,24,45,6,-0.00893816,-0.35234263,-0.00802185,-0.02127445,0.00523074,0.23087743,0.10251644,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_HYPOXIA,24,45,6,0.02285356,0.49791196,0.02340546,0.00109554,0.04571539,0.04006682,-0.02414964,B0;B8;BP;CJ;CZ;G6,0.57630862
STATE_D,HALLMARK_IL2_STAT5_SIGNALING,24,45,6,0.00615924,0.14191794,-0.0002509,-0.02186902,0.02136721,0.98156492,0.95926387,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_IL6_JAK_STAT3_SIGNALING,24,45,6,0.0149369,0.17484809,0.00688642,-0.03779247,0.0515653,0.75903572,0.53896586,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_INFLAMMATORY_RESPONSE,24,45,6,0.01401295,0.16095767,0.00503968,-0.04028642,0.05036578,0.82484205,0.64035552,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_INTERFERON_ALPHA_RESPONSE,24,45,6,-0.00528977,-0.06562013,-0.01263549,-0.05413188,0.0288609,0.54496087,-1.3886665,B0;B8;BP;CJ;CZ;G6,0.87896915
STATE_D,HALLMARK_INTERFERON_GAMMA_RESPONSE,24,45,6,0.00386512,0.04617739,-0.00590425,-0.04919963,0.03739112,0.7860645,-0.52757368,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_KRAS_SIGNALING_DN,24,45,6,-0.00732456,-0.266289,-0.00693485,-0.02089409,0.0070244,0.32453384,0.05320677,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_KRAS_SIGNALING_UP,24,45,6,0.00226532,0.04082091,-0.00659516,-0.034235,0.02104469,0.63505652,-1.91135575,B0;B8;BP;CJ;CZ;G6,0.92754736
STATE_D,HALLMARK_MITOTIC_SPINDLE,24,45,6,-0.01249693,-0.31530432,-0.01561301,-0.03634211,0.0051161,0.13724527,-0.24934781,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_MTORC1_SIGNALING,24,45,6,0.01444272,0.46566596,0.0119934,-0.00322685,0.02721365,0.12030685,0.16958836,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_MYC_TARGETS_V1,24,45,6,0.00816721,0.37628731,0.00411856,-0.00680677,0.01504389,0.45396614,0.49572025,B0;B8;BP;CJ;CZ;G6,0.84067804
STATE_D,HALLMARK_MYC_TARGETS_V2,24,45,6,0.03005642,0.57161291,0.02800291,0.00049935,0.05550647,0.04610469,0.06832194,B0;B8;BP;CJ;CZ;G6,0.57630862
STATE_D,HALLMARK_MYOGENESIS,24,45,6,0.01118042,0.24772265,0.00903406,-0.01157725,0.02964538,0.38432447,0.19197468,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_NOTCH_SIGNALING,24,45,6,0.01317174,0.24520733,0.00904352,-0.01624942,0.03433645,0.47745567,0.31341499,B0;B8;BP;CJ;CZ;G6,0.85259941
STATE_D,HALLMARK_OXIDATIVE_PHOSPHORYLATION,24,45,6,-0.00632376,-0.12366856,-0.00481841,-0.03093258,0.02129575,0.7135058,0.23804683,B0;B8;BP;CJ;CZ;G6,0.96419703
STATE_D,HALLMARK_P53_PATHWAY,24,45,6,0.01065778,0.37286772,0.01052388,-0.00451006,0.02555783,0.16670752,0.01256289,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_PANCREAS_BETA_CELLS,24,45,6,0.03412677,0.35047356,0.02568247,-0.02715137,0.07851631,0.3349767,0.24743911,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_PEROXISOME,24,45,6,0.00144084,0.04165207,0.004484,-0.01328112,0.02224912,0.61566349,-2.1120656,B0;B8;BP;CJ;CZ;G6,0.92754736
STATE_D,HALLMARK_PI3K_AKT_MTOR_SIGNALING,24,45,6,0.00434852,0.21290152,0.00059566,-0.00983651,0.01102783,0.90949739,0.86302056,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_PROTEIN_SECRETION,24,45,6,-0.01048866,-0.23173171,-0.01322407,-0.03474043,0.00829229,0.2238731,-0.26079655,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24,45,6,0.00640273,0.23614346,0.00647588,-0.00782856,0.02078032,0.36898401,-0.01142572,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_SPERMATOGENESIS,24,45,6,-0.00670164,-0.18027338,-0.00791261,-0.02760926,0.01178404,0.42502299,-0.18069719,B0;B8;BP;CJ;CZ;G6,0.8173519
STATE_D,HALLMARK_TGF_BETA_SIGNALING,24,45,6,0.00574584,0.10257773,-0.00217402,-0.02949364,0.0251456,0.87412867,0.62163566,B0;B8;BP;CJ;CZ;G6,0.98417921
STATE_D,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24,45,6,0.02706203,0.34590585,0.01969259,-0.01952325,0.05890842,0.31937592,0.27231674,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,24,45,6,0.01590632,0.54498585,0.01114146,-0.00313287,0.02541578,0.12379215,0.29955776,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_UV_RESPONSE_DN,24,45,6,-0.00631636,-0.11466864,-0.01172049,-0.03876126,0.01532029,0.38959562,-0.85557528,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_UV_RESPONSE_UP,24,45,6,0.00583292,0.305541,0.00565506,-0.00396887,0.01527899,0.24464477,0.03049144,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_WNT_BETA_CATENIN_SIGNALING,24,45,6,0.02484142,0.37993493,0.0164635,-0.01543032,0.04835732,0.30614444,0.33725598,B0;B8;BP;CJ;CZ;G6,0.77919124
STATE_D,HALLMARK_XENOBIOTIC_METABOLISM,24,45,6,0.0109689,0.26824802,0.01603209,-0.00578099,0.03784516,0.14683568,-0.46159444,B0;B8;BP;CJ;CZ;G6,0.77919124
