core_a,core_b,clinical_variable,n_core_a,n_core_b,median_core_a,median_core_b,smd_a_vs_b,effect_size,p_value,q_value,level,core_a_count,core_a_total,core_b_count,core_b_total,core_a_fraction,core_b_fraction,frequency_difference,odds_ratio,ci_low,ci_high,core_a_n,core_b_n,core_a_events,core_b_events,core_a_median_time,core_b_median_time
STATE_B,STATE_D,t_stage,,,,,,,0.36842105,0.73205923,T4,1,14,0,24,0.07142857142857142,0.0,0.07142857142857142,5.44444444,0.20715408,143.09143826,,,,,,
STATE_B,STATE_D,m_stage,,,,,,,0.63994307,0.81059456,M0,11,12,19,24,0.9166666666666666,0.7916666666666666,0.125,2.16239316,0.30859365,15.15243178,,,,,,
STATE_B,STATE_D,m_stage,,,,,,,0.63994307,0.81059456,M1,1,12,5,24,0.08333333333333333,0.20833333333333334,-0.125,0.46245059,0.06599601,3.24050741,,,,,,
STATE_B,STATE_D,grade,,,,,,,0.08117191,0.67943723,G2,7,14,5,24,0.5,0.20833333333333334,0.29166666666666663,3.54545455,0.88697381,14.17206206,,,,,,
STATE_B,STATE_D,grade,,,,,,,0.50088263,0.73205923,G3,4,14,10,24,0.2857142857142857,0.4166666666666667,-0.130952380952381,0.59183673,0.15185883,2.30655477,,,,,,
STATE_B,STATE_D,grade,,,,,,,0.47216259,0.73205923,G4,3,14,9,24,0.21428571428571427,0.375,-0.16071428571428573,0.49656751,0.1172321,2.10334283,,,,,,
STATE_B,STATE_D,overall_survival,,,,,,,0.68341041,0.91316941,,,,,,,,,,,,14,24,3,8,521.0,1440.0
STATE_C,STATE_D,age,14,24,58.0,57.0,0.22869444,0.22869444,0.58568983,0.88746535,,,,,,,,,,,,,,,,,
STATE_C,STATE_D,gender,,,,,,,0.72808376,0.88746535,FEMALE,5,14,7,24,0.35714285714285715,0.2916666666666667,0.06547619047619047,1.35087719,0.34864036,5.23424539,,,,,,
STATE_C,STATE_D,gender,,,,,,,0.72808376,0.88746535,MALE,9,14,17,24,0.6428571428571429,0.7083333333333334,-0.06547619047619047,0.74025974,0.19104951,2.86828526,,,,,,
STATE_C,STATE_D,stage_group,,,,,,,0.47216259,0.88746535,I,3,14,9,24,0.21428571428571427,0.375,-0.16071428571428573,0.49656751,0.1172321,2.10334283,,,,,,
STATE_C,STATE_D,stage_group,,,,,,,1.0,1.0,II,2,14,4,24,0.14285714285714285,0.16666666666666666,-0.023809523809523808,0.91111111,0.16668749,4.98011838,,,,,,
STATE_C,STATE_D,stage_group,,,,,,,0.71208868,0.88746535,III,5,14,6,24,0.35714285714285715,0.25,0.10714285714285715,1.64777328,0.41497721,6.5429058,,,,,,
STATE_C,STATE_D,stage_group,,,,,,,0.69945125,0.88746535,IV,4,14,5,24,0.2857142857142857,0.20833333333333334,0.07738095238095236,1.51948052,0.35489017,6.5057341,,,,,,
STATE_C,STATE_D,t_stage,,,,,,,1.0,1.0,T1,0,14,1,24,0.0,0.041666666666666664,-0.041666666666666664,0.54022989,0.02059583,14.17026576,,,,,,
STATE_C,STATE_D,t_stage,,,,,,,0.63305721,0.88746535,T1A,1,14,4,24,0.07142857142857142,0.16666666666666666,-0.09523809523809523,0.50617284,0.07048523,3.63495926,,,,,,
STATE_C,STATE_D,t_stage,,,,,,,0.43317561,0.88746535,T1B,4,14,4,24,0.2857142857142857,0.16666666666666666,0.11904761904761904,1.95238095,0.43409464,8.78101468,,,,,,
STATE_C,STATE_D,t_stage,,,,,,,0.6836329,0.88746535,T2,2,14,6,24,0.14285714285714285,0.25,-0.10714285714285715,0.56923077,0.11201881,2.8925826,,,,,,
STATE_C,STATE_D,t_stage,,,,,,,0.36842105,0.88746535,T2B,1,14,0,24,0.07142857142857142,0.0,0.07142857142857142,5.44444444,0.20715408,143.09143826,,,,,,
STATE_C,STATE_D,t_stage,,,,,,,1.0,1.0,T3A,6,14,9,24,0.42857142857142855,0.375,0.05357142857142855,1.24767802,0.33935405,4.58724579,,,,,,
STATE_C,STATE_D,m_stage,,,,,,,0.44282817,0.88746535,M0,8,12,19,24,0.6666666666666666,0.7916666666666666,-0.125,0.53276353,0.12083918,2.34888204,,,,,,
STATE_C,STATE_D,m_stage,,,,,,,0.44282817,0.88746535,M1,4,12,5,24,0.3333333333333333,0.20833333333333334,0.12499999999999997,1.87700535,0.42573445,8.2754616,,,,,,
STATE_C,STATE_D,grade,,,,,,,0.69945125,0.88746535,G2,4,14,5,24,0.2857142857142857,0.20833333333333334,0.07738095238095236,1.51948052,0.35489017,6.5057341,,,,,,
STATE_C,STATE_D,grade,,,,,,,0.73955446,0.88746535,G3,7,14,10,24,0.5,0.4166666666666667,0.08333333333333331,1.38095238,0.38144656,4.99946699,,,,,,
STATE_C,STATE_D,grade,,,,,,,0.47216259,0.88746535,G4,3,14,9,24,0.21428571428571427,0.375,-0.16071428571428573,0.49656751,0.1172321,2.10334283,,,,,,
STATE_C,STATE_D,overall_survival,,,,,,,0.8357213,0.91316941,,,,,,,,,,,,14,24,4,8,1221.5,1440.0
