state_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,cliffs_delta,direction
STATE_D,chr21q,31,46,0.034,0.01538938,0.03347509,-0.0111343,0.29585187,0.21451863,0.35038535,0.16830295,higher_in_core
STATE_D,chr22p,31,46,0.0,0.0,0.0,0.0,,,,0.0,
STATE_D,chr22q,31,46,0.0308,0.0218,0.02694666,0.01456179,0.12168757,0.30136789,0.44137279,0.14025245,higher_in_core
STATE_D,locus::VHL,31,46,-0.3742,-0.3373,-0.40016129,-0.30625652,-0.45238352,0.12809117,0.27288988,-0.20617111,lower_in_core
STATE_D,locus::SETD2,31,46,-0.3884,-0.34425,-0.40627199,-0.31846669,-0.42880784,0.17859419,0.32411538,-0.18232819,lower_in_core
STATE_D,locus::PBRM1,31,46,-0.3884,-0.34425,-0.40911935,-0.31776739,-0.44262028,0.16555049,0.311999,-0.18793829,lower_in_core
STATE_D,locus::BAP1,31,46,-0.3884,-0.34425,-0.40911935,-0.31776739,-0.44262028,0.16555049,0.311999,-0.18793829,lower_in_core
STATE_D,locus::JAK2,31,46,-0.0564,0.01235,-0.13993871,0.00290652,-0.84939031,0.00043808,0.00869227,-0.47545582,lower_in_core
STATE_D,locus::CDKN2A,31,46,-0.0832,0.0119,-0.15040645,-0.05544783,-0.4807668,0.00196601,0.0192669,-0.41865358,lower_in_core
STATE_D,locus::PTEN,31,46,-0.0262,0.00365,-0.09134435,-0.02276346,-0.49539749,0.01402898,0.07826913,-0.33239832,lower_in_core
STATE_D,fga,31,46,0.1926168,0.13074157,0.20312655,0.17138141,0.19378743,0.022004,0.08293815,0.30995792,higher_in_core
STATE_D,gain_burden,31,46,0.06725084,0.04798735,0.09011071,0.06939682,0.22298545,0.15622077,0.311999,0.19214586,higher_in_core
STATE_D,loss_burden,31,46,0.08745426,0.07026033,0.11301584,0.10198458,0.12451432,0.10404736,0.23670862,0.22019635,higher_in_core
