feature,group_a,group_b,n_a,n_b,frequency_a,frequency_b,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,p_adjusted_holm
chr3q::loss,STATE_A,STATE_B,29,19,0.10344827586206896,0.10526315789473684,-0.0018148820326678722,0.9245283,0.16362883,5.22372836,1.0,1.0
chr3q::loss,STATE_A,STATE_C,29,11,0.10344827586206896,0.09090909090909091,0.012539184952978052,0.9245283,0.11998281,7.12395883,1.0,1.0
chr3q::loss,STATE_B,STATE_C,19,11,0.10526315789473684,0.09090909090909091,0.014354066985645925,1.0,0.1148595,8.70628862,1.0,1.0
chr3q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.10526315789473684,-0.03629764065335753,0.63636364,0.09979029,4.05809696,1.0,1.0
chr3q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr3q::gain,STATE_B,STATE_C,19,11,0.10526315789473684,0.0,0.10526315789473684,3.28571429,0.14418449,74.87572704,0.51954023,1.0
chr4p::loss,STATE_A,STATE_B,29,19,0.0,0.05263157894736842,-0.05263157894736842,0.20903955,0.0080809,5.40751147,0.39583333,1.0
chr4p::loss,STATE_A,STATE_C,29,11,0.0,0.09090909090909091,-0.09090909090909091,0.11864407,0.00447667,3.14439374,0.275,1.0
chr4p::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.09090909090909091,-0.038277511961722493,0.56756757,0.05218541,6.1728551,1.0,1.0
chr4p::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr4p::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr4p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr4q::loss,STATE_A,STATE_B,29,19,0.0,0.05263157894736842,-0.05263157894736842,0.20903955,0.0080809,5.40751147,0.39583333,1.0
chr4q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr4q::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr4q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr4q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr4q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr5p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr5p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr5p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr5p::gain,STATE_A,STATE_B,29,19,0.20689655172413793,0.47368421052631576,-0.2667876588021778,0.30571109,0.08892911,1.0509412,0.0640271,0.1920813
chr5p::gain,STATE_A,STATE_C,29,11,0.20689655172413793,0.0,0.20689655172413793,6.36170213,0.32909252,122.97834675,0.16227158,0.32454316
chr5p::gain,STATE_B,STATE_C,19,11,0.47368421052631576,0.0,0.47368421052631576,20.80952381,1.07362348,403.34091845,0.01062392,0.32454316
chr5q::loss,STATE_A,STATE_B,29,19,0.0,0.05263157894736842,-0.05263157894736842,0.20903955,0.0080809,5.40751147,0.39583333,1.0
chr5q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr5q::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr5q::gain,STATE_A,STATE_B,29,19,0.4827586206896552,0.3157894736842105,0.16696914700544468,1.94292804,0.59804375,6.31219601,0.37033008,1.0
chr5q::gain,STATE_A,STATE_C,29,11,0.4827586206896552,0.36363636363636365,0.11912225705329155,1.55913978,0.39593027,6.1397601,0.72346925,1.0
chr5q::gain,STATE_B,STATE_C,19,11,0.3157894736842105,0.36363636363636365,-0.04784688995215314,0.80246914,0.17956476,3.58620884,1.0,1.0
chr6p::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.21052631578947367,-0.14156079854809436,0.31313131,0.05914125,1.65791579,0.19663592,0.58990776
chr6p::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.09090909090909091,-0.021943573667711602,0.63636364,0.07445891,5.43868676,1.0,1.0
chr6p::loss,STATE_B,STATE_C,19,11,0.21052631578947367,0.09090909090909091,0.11961722488038276,2.03225806,0.27308922,15.12352911,0.62601575,1.0
chr6p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr6p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr6p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr6q::loss,STATE_A,STATE_B,29,19,0.10344827586206896,0.15789473684210525,-0.05444646098003629,0.62264151,0.12520052,3.09649236,0.66903663,1.0
chr6q::loss,STATE_A,STATE_C,29,11,0.10344827586206896,0.2727272727272727,-0.16927899686520376,0.32075472,0.06032299,1.70554536,0.31934566,1.0
chr6q::loss,STATE_B,STATE_C,19,11,0.15789473684210525,0.2727272727272727,-0.11483253588516745,0.51515152,0.09438777,2.81160455,0.64097512,1.0
chr6q::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr6q::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr6q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr7p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr7p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr7p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr7p::gain,STATE_A,STATE_B,29,19,0.13793103448275862,0.3157894736842105,-0.1778584392014519,0.36651584,0.09303173,1.44395742,0.1639427,0.4918281
chr7p::gain,STATE_A,STATE_C,29,11,0.13793103448275862,0.09090909090909091,0.04702194357366771,1.23529412,0.17008878,8.97150058,1.0,1.0
chr7p::gain,STATE_B,STATE_C,19,11,0.3157894736842105,0.09090909090909091,0.2248803827751196,3.37037037,0.47951488,23.68935132,0.21463307,1.0
chr7q::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr7q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr7q::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr7q::gain,STATE_A,STATE_B,29,19,0.13793103448275862,0.3157894736842105,-0.1778584392014519,0.36651584,0.09303173,1.44395742,0.1639427,0.4918281
chr7q::gain,STATE_A,STATE_C,29,11,0.13793103448275862,0.09090909090909091,0.04702194357366771,1.23529412,0.17008878,8.97150058,1.0,1.0
chr7q::gain,STATE_B,STATE_C,19,11,0.3157894736842105,0.09090909090909091,0.2248803827751196,3.37037037,0.47951488,23.68935132,0.21463307,1.0
chr8p::loss,STATE_A,STATE_B,29,19,0.1724137931034483,0.3157894736842105,-0.14337568058076222,0.46624804,0.12509827,1.73773166,0.3037369,0.9112107
chr8p::loss,STATE_A,STATE_C,29,11,0.1724137931034483,0.18181818181818182,-0.009404388714733536,0.85306122,0.16023151,4.54163761,1.0,1.0
chr8p::loss,STATE_B,STATE_C,19,11,0.3157894736842105,0.18181818181818182,0.13397129186602869,1.82962963,0.34158506,9.80003223,0.67219467,1.0
chr8p::gain,STATE_A,STATE_B,29,19,0.034482758620689655,0.05263157894736842,-0.018148820326678763,0.64912281,0.06267595,6.72284103,1.0,1.0
chr8p::gain,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
chr8p::gain,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr8q::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr8q::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.09090909090909091,-0.021943573667711602,0.63636364,0.07445891,5.43868676,1.0,1.0
chr8q::loss,STATE_B,STATE_C,19,11,0.0,0.09090909090909091,-0.09090909090909091,0.17948718,0.00670385,4.80554159,0.36666667,1.0
chr8q::gain,STATE_A,STATE_B,29,19,0.034482758620689655,0.10526315789473684,-0.07078039927404718,0.36842105,0.04466747,3.03876788,0.55400093,1.0
chr8q::gain,STATE_A,STATE_C,29,11,0.034482758620689655,0.09090909090909091,-0.05642633228840126,0.36842105,0.03439749,3.9460461,0.47948718,1.0
chr8q::gain,STATE_B,STATE_C,19,11,0.10526315789473684,0.09090909090909091,0.014354066985645925,1.0,0.1148595,8.70628862,1.0,1.0
chr9p::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.21052631578947367,-0.14156079854809436,0.31313131,0.05914125,1.65791579,0.19663592,0.58990776
chr9p::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.2727272727272727,-0.2037617554858934,0.22077922,0.03663806,1.33040513,0.11705329,0.58990776
chr9p::loss,STATE_B,STATE_C,19,11,0.21052631578947367,0.2727272727272727,-0.062200956937799035,0.70506912,0.13839058,3.59216994,1.0,1.0
chr9p::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr9p::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr9p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr9q::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.2631578947368421,-0.19419237749546278,0.23966942,0.04720649,1.21681228,0.09668686,0.29006058
chr9q::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.45454545454545453,-0.38557993730407525,0.10743802,0.01919707,0.60128588,0.01079729,0.29006058
chr9q::loss,STATE_B,STATE_C,19,11,0.2631578947368421,0.45454545454545453,-0.19138755980861244,0.44827586,0.09992729,2.01097459,0.42527637,0.42527637
chr9q::gain,STATE_A,STATE_B,29,19,0.034482758620689655,0.05263157894736842,-0.018148820326678763,0.64912281,0.06267595,6.72284103,1.0,1.0
chr9q::gain,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
chr9q::gain,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr10p::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.10526315789473684,-0.03629764065335753,0.63636364,0.09979029,4.05809696,1.0,1.0
chr10p::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr10p::loss,STATE_B,STATE_C,19,11,0.10526315789473684,0.0,0.10526315789473684,3.28571429,0.14418449,74.87572704,0.51954023,1.0
chr10p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr10p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr10p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr10q::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.10526315789473684,-0.03629764065335753,0.63636364,0.09979029,4.05809696,1.0,1.0
chr10q::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.09090909090909091,-0.021943573667711602,0.63636364,0.07445891,5.43868676,1.0,1.0
chr10q::loss,STATE_B,STATE_C,19,11,0.10526315789473684,0.09090909090909091,0.014354066985645925,1.0,0.1148595,8.70628862,1.0,1.0
chr10q::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr10q::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr10q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr11p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr11p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr11p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr11p::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr11p::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr11p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr11q::loss,STATE_A,STATE_B,29,19,0.0,0.05263157894736842,-0.05263157894736842,0.20903955,0.0080809,5.40751147,0.39583333,1.0
chr11q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr11q::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr11q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr11q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr11q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr12p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr12p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr12p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr12p::gain,STATE_A,STATE_B,29,19,0.13793103448275862,0.2631578947368421,-0.12522686025408347,0.46524064,0.11441011,1.89186822,0.45108514,1.0
chr12p::gain,STATE_A,STATE_C,29,11,0.13793103448275862,0.09090909090909091,0.04702194357366771,1.23529412,0.17008878,8.97150058,1.0,1.0
chr12p::gain,STATE_B,STATE_C,19,11,0.2631578947368421,0.09090909090909091,0.17224880382775118,2.65517241,0.36939605,19.08504583,0.37170645,1.0
chr12q::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr12q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr12q::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr12q::gain,STATE_A,STATE_B,29,19,0.1724137931034483,0.21052631578947367,-0.038112522686025385,0.77324263,0.19089696,3.13207806,1.0,1.0
chr12q::gain,STATE_A,STATE_C,29,11,0.1724137931034483,0.09090909090909091,0.08150470219435738,1.57142857,0.22474152,10.98767937,1.0,1.0
chr12q::gain,STATE_B,STATE_C,19,11,0.21052631578947367,0.09090909090909091,0.11961722488038276,2.03225806,0.27308922,15.12352911,0.62601575,1.0
chr13p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr13p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr13p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr13p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr13p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr13p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr13q::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.15789473684210525,-0.08892921960072595,0.42857143,0.07567566,2.42711411,0.37154676,1.0
chr13q::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr13q::loss,STATE_B,STATE_C,19,11,0.15789473684210525,0.0,0.15789473684210525,4.87878788,0.22935134,103.78213059,0.27931034,1.0
chr13q::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr13q::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr13q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr14p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr14p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr14p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr14p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr14p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr14p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr14q::loss,STATE_A,STATE_B,29,19,0.2413793103448276,0.47368421052631576,-0.23230490018148817,0.36842105,0.11035918,1.22993001,0.12369067,0.37107201
chr14q::loss,STATE_A,STATE_C,29,11,0.2413793103448276,0.5454545454545454,-0.3040752351097178,0.28205128,0.06924517,1.14885889,0.12777106,0.37107201
chr14q::loss,STATE_B,STATE_C,19,11,0.47368421052631576,0.5454545454545454,-0.07177033492822965,0.76556777,0.18226114,3.21568276,1.0,1.0
chr14q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr14q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr14q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr15p::loss,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr15p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr15p::loss,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr15p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
chr15p::gain,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr15p::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr15q::loss,STATE_A,STATE_B,29,19,0.0,0.05263157894736842,-0.05263157894736842,0.20903955,0.0080809,5.40751147,0.39583333,1.0
chr15q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr15q::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr15q::gain,STATE_A,STATE_B,29,19,0.06896551724137931,0.0,0.06896551724137931,3.54545455,0.161105,78.02518933,0.51152482,1.0
chr15q::gain,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr15q::gain,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
chr16p::loss,STATE_A,STATE_B,29,19,0.0,0.05263157894736842,-0.05263157894736842,0.20903955,0.0080809,5.40751147,0.39583333,1.0
chr16p::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr16p::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr16p::gain,STATE_A,STATE_B,29,19,0.20689655172413793,0.15789473684210525,0.049001814882032674,1.30395137,0.30773285,5.52521186,1.0,1.0
chr16p::gain,STATE_A,STATE_C,29,11,0.20689655172413793,0.0,0.20689655172413793,6.36170213,0.32909252,122.97834675,0.16227158,1.0
chr16p::gain,STATE_B,STATE_C,19,11,0.15789473684210525,0.0,0.15789473684210525,4.87878788,0.22935134,103.78213059,0.27931034,1.0
chr16q::loss,STATE_A,STATE_B,29,19,0.0,0.05263157894736842,-0.05263157894736842,0.20903955,0.0080809,5.40751147,0.39583333,1.0
chr16q::loss,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
chr16q::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr16q::gain,STATE_A,STATE_B,29,19,0.1724137931034483,0.15789473684210525,0.014519056261343033,1.05830904,0.24129431,4.64170925,1.0,1.0
chr16q::gain,STATE_A,STATE_C,29,11,0.1724137931034483,0.0,0.1724137931034483,5.16326531,0.26260371,101.51916235,0.29752982,1.0
chr16q::gain,STATE_B,STATE_C,19,11,0.15789473684210525,0.0,0.15789473684210525,4.87878788,0.22935134,103.78213059,0.27931034,1.0
chr17p::loss,STATE_A,STATE_B,29,19,0.06896551724137931,0.05263157894736842,0.01633393829401089,1.12121212,0.13616068,9.23259652,1.0,1.0
chr17p::loss,STATE_A,STATE_C,29,11,0.06896551724137931,0.0,0.06896551724137931,2.09090909,0.09293513,47.04250164,1.0,1.0
chr17p::loss,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
chr17p::gain,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
