feature,group_a,group_b,n_a,n_b,frequency_a,frequency_b,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,p_adjusted_holm
mutation::FLG,STATE_A,STATE_B,29,19,0.0,0.10526315789473684,-0.10526315789473684,0.11864407,0.00537981,2.61652495,0.15159574,0.45478722
mutation::FLG,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
mutation::FLG,STATE_B,STATE_C,19,11,0.10526315789473684,0.0,0.10526315789473684,3.28571429,0.14418449,74.87572704,0.51954023,1.0
mutation::KDM5C,STATE_A,STATE_B,29,19,0.10344827586206896,0.05263157894736842,0.050816696914700546,1.62893082,0.21983108,12.07024776,1.0,1.0
mutation::KDM5C,STATE_A,STATE_C,29,11,0.10344827586206896,0.0,0.10344827586206896,3.03773585,0.14487522,63.69508446,0.54797571,1.0
mutation::KDM5C,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
mutation::KMT2C,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
mutation::KMT2C,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
mutation::KMT2C,STATE_B,STATE_C,19,11,0.0,0.0,0.0,0.58974359,0.0109411,31.7881675,1.0,1.0
mutation::LYST,STATE_A,STATE_B,29,19,0.06896551724137931,0.10526315789473684,-0.03629764065335753,0.63636364,0.09979029,4.05809696,1.0,1.0
mutation::LYST,STATE_A,STATE_C,29,11,0.06896551724137931,0.09090909090909091,-0.021943573667711602,0.63636364,0.07445891,5.43868676,1.0,1.0
mutation::LYST,STATE_B,STATE_C,19,11,0.10526315789473684,0.09090909090909091,0.014354066985645925,1.0,0.1148595,8.70628862,1.0,1.0
mutation::MTOR,STATE_A,STATE_B,29,19,0.034482758620689655,0.05263157894736842,-0.018148820326678763,0.64912281,0.06267595,6.72284103,1.0,1.0
mutation::MTOR,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
mutation::MTOR,STATE_B,STATE_C,19,11,0.05263157894736842,0.0,0.05263157894736842,1.86486486,0.06987748,49.7688401,1.0,1.0
mutation::MUC16,STATE_A,STATE_B,29,19,0.13793103448275862,0.05263157894736842,0.0852994555353902,2.17647059,0.31200621,15.1824679,0.63509167,1.0
mutation::MUC16,STATE_A,STATE_C,29,11,0.13793103448275862,0.09090909090909091,0.04702194357366771,1.23529412,0.17008878,8.97150058,1.0,1.0
mutation::MUC16,STATE_B,STATE_C,19,11,0.05263157894736842,0.09090909090909091,-0.038277511961722493,0.56756757,0.05218541,6.1728551,1.0,1.0
mutation::PBRM1,STATE_A,STATE_B,29,19,0.4482758620689655,0.21052631578947367,0.23774954627949185,2.81818182,0.78956238,10.05892496,0.12712118,0.38136354
mutation::PBRM1,STATE_A,STATE_C,29,11,0.4482758620689655,0.2727272727272727,0.17554858934169282,1.98701299,0.47186932,8.36719071,0.47321401,0.94642802
mutation::PBRM1,STATE_B,STATE_C,19,11,0.21052631578947367,0.2727272727272727,-0.062200956937799035,0.70506912,0.13839058,3.59216994,1.0,1.0
mutation::PIK3CA,STATE_A,STATE_B,29,19,0.0,0.10526315789473684,-0.10526315789473684,0.11864407,0.00537981,2.61652495,0.15159574,0.45478722
mutation::PIK3CA,STATE_A,STATE_C,29,11,0.0,0.0,0.0,0.38983051,0.00729314,20.83709818,1.0,1.0
mutation::PIK3CA,STATE_B,STATE_C,19,11,0.10526315789473684,0.0,0.10526315789473684,3.28571429,0.14418449,74.87572704,0.51954023,1.0
mutation::PTEN,STATE_A,STATE_B,29,19,0.034482758620689655,0.10526315789473684,-0.07078039927404718,0.36842105,0.04466747,3.03876788,0.55400093,1.0
mutation::PTEN,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
mutation::PTEN,STATE_B,STATE_C,19,11,0.10526315789473684,0.0,0.10526315789473684,3.28571429,0.14418449,74.87572704,0.51954023,1.0
mutation::SETD2,STATE_A,STATE_B,29,19,0.034482758620689655,0.10526315789473684,-0.07078039927404718,0.36842105,0.04466747,3.03876788,0.55400093,1.0
mutation::SETD2,STATE_A,STATE_C,29,11,0.034482758620689655,0.0,0.034482758620689655,1.21052632,0.04586588,31.94910828,1.0,1.0
mutation::SETD2,STATE_B,STATE_C,19,11,0.10526315789473684,0.0,0.10526315789473684,3.28571429,0.14418449,74.87572704,0.51954023,1.0
mutation::SPTA1,STATE_A,STATE_B,29,19,0.0,0.0,0.0,0.66101695,0.01258192,34.72787596,1.0,1.0
mutation::SPTA1,STATE_A,STATE_C,29,11,0.0,0.2727272727272727,-0.2727272727272727,0.04116223,0.0019302,0.87780035,0.0167004,1.0
mutation::SPTA1,STATE_B,STATE_C,19,11,0.0,0.2727272727272727,-0.2727272727272727,0.06227106,0.00288841,1.34249881,0.04064039,1.0
