feature,group_count,available_n,missing_n,mutated_n,total_n,comparison_status,chi_square,p_value,q_value,permutations
chr9p::loss,4,56,0,12,56,estimable,2.99326599,0.4313,0.70955806,9999
chr9p::gain,4,56,0,1,56,estimable,5.31717172,0.1567,0.31235094,9999
chr9q::loss,4,56,0,11,56,estimable,3.15510662,0.3725,0.65508621,9999
chr9q::gain,4,56,0,2,56,estimable,3.22633745,0.4083,0.69904,9999
chr10p::loss,4,56,0,4,56,estimable,6.7008547,0.0855,0.19335652,9999
chr10p::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr10q::loss,4,56,0,4,56,estimable,6.7008547,0.0848,0.19335652,9999
chr10q::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr11p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr11p::gain,4,56,0,2,56,estimable,10.83127572,0.0244,0.09846923,9999
chr11q::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr11q::gain,4,56,0,2,56,estimable,10.83127572,0.0226,0.09846923,9999
chr12p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr12p::gain,4,56,0,8,56,estimable,5.63888889,0.1371,0.282132,9999
chr12q::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr12q::gain,4,56,0,8,56,estimable,4.66666667,0.1873,0.35378889,9999
chr13p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr13p::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr13q::loss,4,56,0,5,56,estimable,7.88148148,0.0516,0.16623243,9999
chr13q::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr14p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr14p::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr14q::loss,4,56,0,17,56,estimable,14.85637674,0.0021,0.06528,9999
chr14q::gain,4,56,0,2,56,estimable,10.83127572,0.0251,0.09846923,9999
chr15p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr15p::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr15q::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr15q::gain,4,56,0,2,56,estimable,10.83127572,0.0243,0.09846923,9999
chr16p::loss,4,56,0,1,56,estimable,3.05454545,0.6268,0.94725,9999
chr16p::gain,4,56,0,3,56,estimable,6.53529001,0.0872,0.19335652,9999
chr16q::loss,4,56,0,1,56,estimable,3.05454545,0.6145,0.94725,9999
chr16q::gain,4,56,0,2,56,estimable,10.83127572,0.0241,0.09846923,9999
chr17p::loss,4,56,0,4,56,estimable,11.84615385,0.0109,0.09846923,9999
chr17p::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr17q::loss,4,56,0,2,56,estimable,10.83127572,0.024,0.09846923,9999
chr17q::gain,4,56,0,1,56,estimable,3.05454545,0.6256,0.94725,9999
chr18p::loss,4,56,0,6,56,estimable,7.59111111,0.0408,0.14385517,9999
chr18p::gain,4,56,0,1,56,estimable,5.31717172,0.1623,0.31235094,9999
chr18q::loss,4,56,0,6,56,estimable,7.59111111,0.0409,0.14385517,9999
chr18q::gain,4,56,0,3,56,estimable,7.00489168,0.0574,0.16623243,9999
chr19p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr19p::gain,4,56,0,1,56,estimable,5.31717172,0.1607,0.31235094,9999
chr19q::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr19q::gain,4,56,0,3,56,estimable,7.00489168,0.0559,0.16623243,9999
chr20p::loss,4,56,0,2,56,estimable,1.38271605,1.0,1.0,9999
chr20p::gain,4,56,0,7,56,estimable,5.49659864,0.1383,0.282132,9999
chr20q::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr20q::gain,4,56,0,9,56,estimable,3.48620961,0.3609,0.64582105,9999
chr21p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr21p::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr21q::loss,4,56,0,4,56,estimable,11.84615385,0.0094,0.09846923,9999
chr21q::gain,4,56,0,4,56,estimable,4.18803419,0.2172,0.40280727,9999
chr22p::loss,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr22p::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
chr22q::loss,4,56,0,3,56,estimable,16.55345912,0.0023,0.06528,9999
chr22q::gain,4,56,0,2,56,estimable,10.83127572,0.0228,0.09846923,9999
locus::VHL::loss,4,56,0,43,56,estimable,7.53567879,0.0588,0.16623243,9999
locus::VHL::gain,4,56,0,3,56,estimable,7.00489168,0.0568,0.16623243,9999
locus::SETD2::loss,4,56,0,45,56,estimable,6.69988777,0.0708,0.18054,9999
locus::SETD2::gain,4,56,0,2,56,estimable,10.83127572,0.0219,0.09846923,9999
locus::PBRM1::loss,4,56,0,45,56,estimable,6.69988777,0.0747,0.18583902,9999
locus::PBRM1::gain,4,56,0,2,56,estimable,10.83127572,0.0243,0.09846923,9999
locus::BAP1::loss,4,56,0,45,56,estimable,6.69988777,0.0658,0.17209231,9999
locus::BAP1::gain,4,56,0,2,56,estimable,10.83127572,0.0216,0.09846923,9999
locus::JAK2::loss,4,56,0,12,56,estimable,2.99326599,0.4311,0.70955806,9999
locus::JAK2::gain,4,56,0,3,56,estimable,6.53529001,0.0861,0.19335652,9999
locus::CDKN2A::loss,4,56,0,15,56,estimable,5.63541102,0.1258,0.267325,9999
locus::CDKN2A::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
locus::PTEN::loss,4,56,0,8,56,estimable,13.41666667,0.0032,0.06528,9999
locus::PTEN::gain,4,56,0,0,56,estimable,0.0,1.0,1.0,9999
