modality,group_a,group_b,comparison_status,not_estimable_reason,permdisp_f,permdisp_p_value,permutations,negative_eigenvalue_count,negative_eigenvalue_sum,negative_eigenvalue_fraction,limitations,q_value
rna,CORE01,CORE05,estimable,,0.007372,0.9897,9999,0,0.0,0.0,[],0.9897
rna,CORE01,CORE06,estimable,,3.104142,0.8259,9999,0,0.0,0.0,[],0.9897
rna,CORE01,CORE07,estimable,,6.634863,0.8889,9999,0,0.0,0.0,[],0.9897
rna,CORE02,CORE03,estimable,,0.642275,0.3655,9999,0,0.0,0.0,[],0.9897
rna,CORE02,CORE04,estimable,,1.382653,0.6429,9999,0,0.0,0.0,[],0.9897
rna,CORE02,CORE05,estimable,,0.794179,0.8563,9999,0,0.0,0.0,[],0.9897
rna,CORE02,CORE06,estimable,,5.327444,0.6984,9999,0,0.0,0.0,[],0.9897
rna,CORE02,CORE07,estimable,,8.189008,0.7251,9999,0,0.0,0.0,[],0.9897
rna,CORE03,CORE04,estimable,,0.221367,0.8053,9999,0,0.0,0.0,[],0.9897
rna,CORE03,CORE05,estimable,,0.063753,0.9621,9999,0,0.0,0.0,[],0.9897
rna,CORE03,CORE06,estimable,,3.737972,0.841,9999,0,0.0,0.0,[],0.9897
rna,CORE03,CORE07,estimable,,7.320163,0.8461,9999,0,0.0,0.0,[],0.9897
rna,CORE04,CORE05,estimable,,0.020884,0.8659,9999,0,0.0,0.0,[],0.9897
rna,CORE04,CORE06,estimable,,3.177468,0.5679,9999,0,0.0,0.0,[],0.9897
rna,CORE04,CORE07,estimable,,7.499258,0.9051,9999,0,0.0,0.0,[],0.9897
rna,CORE05,CORE06,estimable,,2.080503,0.2979,9999,0,0.0,0.0,[],0.9897
rna,CORE05,CORE07,estimable,,4.561907,0.7455,9999,0,0.0,0.0,[],0.9897
rna,CORE06,CORE07,estimable,,1.478946,0.6902,9999,0,0.0,0.0,[],0.9897
wxs,CORE01,CORE02,estimable,,6.983018,0.0023,9999,0,0.0,0.0,[],0.0069
wxs,CORE01,CORE03,estimable,,4.798892,0.0115,9999,0,0.0,0.0,[],0.0301875
wxs,CORE01,CORE04,estimable,,2.549029,0.2163,9999,0,0.0,0.0,[],0.5047
wxs,CORE01,CORE05,estimable,,1.120733,0.6609,9999,0,0.0,0.0,[],0.86482941
wxs,CORE01,CORE06,estimable,,1192.942005,0.0001,9999,0,0.0,0.0,[],0.000525
wxs,CORE01,CORE07,estimable,,3.15907,0.4441,9999,0,0.0,0.0,[],0.66248
wxs,CORE02,CORE03,estimable,,0.104432,0.7001,9999,0,0.0,0.0,[],0.86482941
wxs,CORE02,CORE04,estimable,,1.234136,0.359,9999,0,0.0,0.0,[],0.62825
wxs,CORE02,CORE05,estimable,,2.260131,0.2775,9999,0,0.0,0.0,[],0.58275
wxs,CORE02,CORE06,estimable,,610.665851,0.0001,9999,0,0.0,0.0,[],0.000525
wxs,CORE02,CORE07,estimable,,0.141112,0.8737,9999,0,0.0,0.0,[],0.96566842
wxs,CORE03,CORE04,estimable,,0.547063,0.4732,9999,0,0.0,0.0,[],0.66248
wxs,CORE03,CORE05,estimable,,1.275191,0.355,9999,0,0.0,0.0,[],0.62825
wxs,CORE03,CORE06,estimable,,594.178724,0.0001,9999,0,0.0,0.0,[],0.000525
wxs,CORE03,CORE07,estimable,,0.01275,0.9663,9999,0,0.0,0.0,[],0.9663
wxs,CORE04,CORE05,estimable,,0.420338,0.39,9999,0,0.0,0.0,[],0.63
wxs,CORE04,CORE06,estimable,,2291.524623,0.0001,9999,0,0.0,0.0,[],0.000525
wxs,CORE04,CORE07,estimable,,0.551884,0.7621,9999,0,0.0,0.0,[],0.88911667
wxs,CORE05,CORE06,estimable,,3531.990096,0.0002,9999,0,0.0,0.0,[],0.00084
wxs,CORE05,CORE07,estimable,,2.05875,0.9422,9999,0,0.0,0.0,[],0.9663
wxs,CORE06,CORE07,estimable,,3272.34433,0.0018,9999,0,0.0,0.0,[],0.0063
cnv,CORE01,CORE02,estimable,,6.898843,0.0063,9999,0,0.0,0.0,[],0.06615
cnv,CORE01,CORE03,estimable,,1.976372,0.1925,9999,0,0.0,0.0,[],0.8085
cnv,CORE01,CORE04,estimable,,1.200235,0.521,9999,0,0.0,0.0,[],0.9999
cnv,CORE01,CORE05,estimable,,0.00193,0.9807,9999,0,0.0,0.0,[],0.9999
cnv,CORE01,CORE06,estimable,,0.091946,0.9498,9999,0,0.0,0.0,[],0.9999
cnv,CORE01,CORE07,estimable,,3.208223,0.7811,9999,0,0.0,0.0,[],0.9999
cnv,CORE02,CORE03,estimable,,10.259058,0.0021,9999,0,0.0,0.0,[],0.0441
cnv,CORE02,CORE04,estimable,,23.179762,0.1856,9999,0,0.0,0.0,[],0.8085
cnv,CORE02,CORE05,estimable,,15.721612,0.2439,9999,0,0.0,0.0,[],0.85365
cnv,CORE02,CORE06,estimable,,69.27472,0.4147,9999,0,0.0,0.0,[],0.9999
cnv,CORE02,CORE07,estimable,,20.641282,0.9743,9999,0,0.0,0.0,[],0.9999
cnv,CORE03,CORE04,estimable,,0.123296,0.9967,9999,0,0.0,0.0,[],0.9999
cnv,CORE03,CORE05,estimable,,3.965222,0.6647,9999,0,0.0,0.0,[],0.9999
cnv,CORE03,CORE06,estimable,,4.844721,0.9999,9999,0,0.0,0.0,[],0.9999
cnv,CORE03,CORE07,estimable,,11.936976,0.9945,9999,0,0.0,0.0,[],0.9999
cnv,CORE04,CORE05,estimable,,2.854546,0.1553,9999,0,0.0,0.0,[],0.8085
cnv,CORE04,CORE06,estimable,,8.755271,0.7153,9999,0,0.0,0.0,[],0.9999
cnv,CORE04,CORE07,estimable,,8.623724,0.6711,9999,0,0.0,0.0,[],0.9999
cnv,CORE05,CORE06,estimable,,0.268329,0.8032,9999,0,0.0,0.0,[],0.9999
cnv,CORE05,CORE07,estimable,,3.068394,0.6526,9999,0,0.0,0.0,[],0.9999
cnv,CORE06,CORE07,estimable,,4.075681,0.6442,9999,0,0.0,0.0,[],0.9999
fused,CORE01,CORE02,estimable,,441.227587,0.9727,9999,0,0.0,0.0,[],0.9908
fused,CORE01,CORE03,estimable,,1204.966577,0.9562,9999,0,0.0,0.0,[],0.9908
fused,CORE01,CORE04,estimable,,13115.294142,0.7626,9999,0,0.0,0.0,[],0.9908
fused,CORE01,CORE05,estimable,,13038.746278,0.9298,9999,0,0.0,0.0,[],0.9908
fused,CORE01,CORE06,estimable,,44046.252808,0.2851,9999,0,0.0,0.0,[],0.9908
fused,CORE01,CORE07,estimable,,47614.699031,0.9781,9999,0,0.0,0.0,[],0.9908
fused,CORE02,CORE03,estimable,,169.687704,0.9761,9999,0,0.0,0.0,[],0.9908
fused,CORE02,CORE04,estimable,,7693.070587,0.8896,9999,0,0.0,0.0,[],0.9908
fused,CORE02,CORE05,estimable,,8392.419782,0.9726,9999,0,0.0,0.0,[],0.9908
fused,CORE02,CORE06,estimable,,32077.265081,0.8163,9999,0,0.0,0.0,[],0.9908
fused,CORE02,CORE07,estimable,,37380.232882,0.9476,9999,0,0.0,0.0,[],0.9908
fused,CORE03,CORE04,estimable,,5612.335728,0.8642,9999,0,0.0,0.0,[],0.9908
fused,CORE03,CORE05,estimable,,6498.292243,0.9662,9999,0,0.0,0.0,[],0.9908
fused,CORE03,CORE06,estimable,,28501.759787,0.8161,9999,0,0.0,0.0,[],0.9908
fused,CORE03,CORE07,estimable,,33720.301232,0.9689,9999,0,0.0,0.0,[],0.9908
fused,CORE04,CORE05,estimable,,511.477209,0.8704,9999,0,0.0,0.0,[],0.9908
fused,CORE04,CORE06,estimable,,14651.56392,0.3604,9999,0,0.0,0.0,[],0.9908
fused,CORE04,CORE07,estimable,,19240.424756,0.9685,9999,0,0.0,0.0,[],0.9908
fused,CORE05,CORE06,estimable,,3462.844015,0.8114,9999,0,0.0,0.0,[],0.9908
fused,CORE05,CORE07,estimable,,9801.250042,0.9908,9999,0,0.0,0.0,[],0.9908
fused,CORE06,CORE07,estimable,,4576.245651,0.8342,9999,0,0.0,0.0,[],0.9908
