core_a,core_b,pathway,smd_a_vs_b,p_value,q_value,median_a,median_b
CORE01,CORE02,HALLMARK_NOTCH_SIGNALING,0.2244797,0.60807542,0.66095154,0.33490372,0.3245294
CORE01,CORE02,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.65608363,0.14360587,0.24759633,0.58155082,0.55338984
CORE01,CORE02,HALLMARK_P53_PATHWAY,-1.25289988,0.00252812,0.01149145,0.36384916,0.3959077
CORE01,CORE02,HALLMARK_PANCREAS_BETA_CELLS,2.32686193,1.924e-05,0.000962,0.3362876,0.15651565
CORE01,CORE02,HALLMARK_PEROXISOME,1.27487359,0.00413065,0.01588712,0.35666016,0.32213884
CORE01,CORE02,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.00878298,0.80497433,0.82140238,0.31480727,0.31044264
CORE01,CORE02,HALLMARK_PROTEIN_SECRETION,1.36128031,0.00196197,0.00980985,0.47142548,0.39418302
CORE01,CORE02,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.54464115,0.14360587,0.24759633,0.49965999,0.51626043
CORE01,CORE02,HALLMARK_SPERMATOGENESIS,0.25890612,0.19001098,0.30646932,-0.17504216,-0.18533677
CORE01,CORE02,HALLMARK_TGF_BETA_SIGNALING,0.7399858,0.11492106,0.22100204,0.50183386,0.4732516
CORE01,CORE02,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.84936313,0.01758804,0.05172953,0.40178343,0.43490969
CORE01,CORE02,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.39965634,0.45884883,0.54624861,0.41262813,0.42865532
CORE01,CORE02,HALLMARK_UV_RESPONSE_DN,0.71491848,0.0421236,0.105309,0.27084454,0.23355594
CORE01,CORE02,HALLMARK_UV_RESPONSE_UP,-0.24725636,0.53080138,0.60318339,0.39727953,0.40971121
CORE01,CORE02,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.31351226,0.31410215,0.44871736,0.18251437,0.20445286
CORE01,CORE02,HALLMARK_XENOBIOTIC_METABOLISM,0.4281673,0.26245291,0.39765592,0.3469653,0.33582983
CORE01,CORE03,HALLMARK_ADIPOGENESIS,-0.5491923,0.08355057,0.50050195,0.47897262,0.49152912
CORE01,CORE03,HALLMARK_ALLOGRAFT_REJECTION,0.6626017,0.17041453,0.50050195,0.19230124,0.15177651
CORE01,CORE03,HALLMARK_ANDROGEN_RESPONSE,-0.18987278,0.9105327,0.98970946,0.43676558,0.43112883
CORE01,CORE03,HALLMARK_ANGIOGENESIS,0.59665864,0.25173733,0.51938505,0.49168134,0.41730376
CORE01,CORE03,HALLMARK_APICAL_JUNCTION,0.58455524,0.35683825,0.55755977,0.29794491,0.27334438
CORE01,CORE03,HALLMARK_APICAL_SURFACE,-0.09471921,0.98207039,1.0,0.08642266,0.08545271
CORE01,CORE03,HALLMARK_APOPTOSIS,0.77179536,0.11057671,0.50050195,0.44081437,0.4245426
CORE01,CORE03,HALLMARK_BILE_ACID_METABOLISM,-0.28928798,0.60523535,0.77594276,0.17730295,0.18876088
CORE01,CORE03,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0524534,0.543997,0.71578553,0.32378537,0.31397734
CORE01,CORE03,HALLMARK_COAGULATION,0.99377163,0.11057671,0.50050195,0.3678839,0.33692148
CORE01,CORE03,HALLMARK_COMPLEMENT,0.71292251,0.25173733,0.51938505,0.2925629,0.26155557
CORE01,CORE03,HALLMARK_DNA_REPAIR,0.29920779,0.27081262,0.51938505,0.29119022,0.27656598
CORE01,CORE03,HALLMARK_E2F_TARGETS,0.6199283,0.0687073,0.50050195,0.09227065,0.07421793
CORE01,CORE03,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.59182795,0.17041453,0.50050195,0.40259277,0.32971565
CORE01,CORE03,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.18371824,1.0,1.0,0.25037089,0.24823247
CORE01,CORE03,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.38898696,0.43153567,0.63461128,0.2453884,0.25589874
CORE01,CORE03,HALLMARK_FATTY_ACID_METABOLISM,-0.58451929,0.12098326,0.50050195,0.42153978,0.45027083
CORE01,CORE03,HALLMARK_G2M_CHECKPOINT,0.0578552,0.27081262,0.51938505,0.09239662,0.08316316
CORE01,CORE03,HALLMARK_GLYCOLYSIS,0.83617508,0.35683825,0.55755977,0.39263077,0.38139672
CORE01,CORE03,HALLMARK_HEDGEHOG_SIGNALING,0.57771369,0.20020078,0.50050195,0.15400235,0.13532809
CORE01,CORE03,HALLMARK_HEME_METABOLISM,-0.41866401,0.35683825,0.55755977,0.33288064,0.33603171
CORE01,CORE03,HALLMARK_HYPOXIA,1.07718181,0.02926392,0.50050195,0.46702924,0.44827222
CORE01,CORE03,HALLMARK_IL2_STAT5_SIGNALING,0.79298912,0.13214086,0.50050195,0.28311581,0.26308011
CORE01,CORE03,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.59515777,0.21644627,0.51534826,0.26010371,0.22999901
CORE01,CORE03,HALLMARK_INFLAMMATORY_RESPONSE,0.6193927,0.33386751,0.55755977,0.16977753,0.11970438
CORE01,CORE03,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.67077592,0.29085563,0.51938505,0.38707445,0.37720955
CORE01,CORE03,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.6823318,0.23361966,0.51938505,0.32991202,0.28418513
CORE01,CORE03,HALLMARK_KRAS_SIGNALING_DN,-0.0254976,0.94624736,1.0,-0.14506802,-0.14305996
CORE01,CORE03,HALLMARK_KRAS_SIGNALING_UP,0.46335398,0.45831769,0.63655235,0.2052561,0.17797499
CORE01,CORE03,HALLMARK_MITOTIC_SPINDLE,0.25787475,0.38078011,0.57693956,0.18834302,0.17254159
CORE01,CORE03,HALLMARK_MTORC1_SIGNALING,-0.25285946,0.63696968,0.7962121,0.42092847,0.42325147
CORE01,CORE03,HALLMARK_MYC_TARGETS_V1,-0.02338062,0.70242681,0.83622239,0.56254503,0.55600823
CORE01,CORE03,HALLMARK_MYC_TARGETS_V2,0.10761504,0.70242681,0.83622239,0.19510147,0.19080634
CORE01,CORE03,HALLMARK_MYOGENESIS,0.73876183,0.12098326,0.50050195,0.276444,0.2418177
CORE01,CORE03,HALLMARK_NOTCH_SIGNALING,0.79247064,0.1568283,0.50050195,0.33490372,0.29368988
CORE01,CORE03,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.93436059,0.10089024,0.50050195,0.58155082,0.64440386
CORE01,CORE03,HALLMARK_P53_PATHWAY,0.69497913,0.20020078,0.50050195,0.36384916,0.36053429
CORE01,CORE03,HALLMARK_PANCREAS_BETA_CELLS,0.39684744,0.29085563,0.51938505,0.3362876,0.32870529
CORE01,CORE03,HALLMARK_PEROXISOME,-0.06956326,0.98207039,1.0,0.35666016,0.36456274
CORE01,CORE03,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.29112809,0.1568283,0.50050195,0.31480727,0.32379672
CORE01,CORE03,HALLMARK_PROTEIN_SECRETION,-0.84234925,0.02321934,0.50050195,0.47142548,0.49248861
CORE01,CORE03,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.21058952,0.48600734,0.65676668,0.49965999,0.498433
CORE01,CORE03,HALLMARK_SPERMATOGENESIS,-0.46376067,0.87499794,0.97221993,-0.17504216,-0.17161171
CORE01,CORE03,HALLMARK_TGF_BETA_SIGNALING,0.5386697,0.20020078,0.50050195,0.50183386,0.48450402
CORE01,CORE03,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.95903101,0.04548663,0.50050195,0.40178343,0.34226909
CORE01,CORE03,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.19956175,0.73604157,0.85586229,0.41262813,0.41679375
CORE01,CORE03,HALLMARK_UV_RESPONSE_DN,0.13219423,0.77016944,0.87519255,0.27084454,0.27450652
CORE01,CORE03,HALLMARK_UV_RESPONSE_UP,0.78036212,0.12098326,0.50050195,0.39727953,0.39324709
CORE01,CORE03,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.83230965,0.03661604,0.50050195,0.18251437,0.14170259
CORE01,CORE03,HALLMARK_XENOBIOTIC_METABOLISM,0.40519916,0.45831769,0.63655235,0.3469653,0.34095109
CORE01,CORE04,HALLMARK_ADIPOGENESIS,0.56697993,0.11057671,0.1906495,0.47897262,0.45604856
CORE01,CORE04,HALLMARK_ALLOGRAFT_REJECTION,-1.64544353,0.00081243,0.0081243,0.19230124,0.38130565
CORE01,CORE04,HALLMARK_ANDROGEN_RESPONSE,0.47539894,0.11057671,0.1906495,0.43676558,0.39383533
CORE01,CORE04,HALLMARK_ANGIOGENESIS,1.44661523,0.00081243,0.0081243,0.49168134,0.41347299
CORE01,CORE04,HALLMARK_APICAL_JUNCTION,0.8605347,0.06214129,0.13508976,0.29794491,0.27384912
CORE01,CORE04,HALLMARK_APICAL_SURFACE,0.08382136,0.9105327,0.94847156,0.08642266,0.08354874
CORE01,CORE04,HALLMARK_APOPTOSIS,-0.38397811,0.06214129,0.13508976,0.44081437,0.46377648
CORE01,CORE04,HALLMARK_BILE_ACID_METABOLISM,-0.07083633,0.87499794,0.93084887,0.17730295,0.19261165
CORE01,CORE04,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.25675889,0.35683825,0.45748494,0.32378537,0.31485342
CORE01,CORE04,HALLMARK_COAGULATION,0.04065285,0.66938425,0.77835378,0.3678839,0.38339578
CORE01,CORE04,HALLMARK_COMPLEMENT,-0.9626846,0.00431572,0.01659892,0.2925629,0.34949657
CORE01,CORE04,HALLMARK_DNA_REPAIR,-0.62416207,0.09189221,0.17671579,0.29119022,0.30258107
CORE01,CORE04,HALLMARK_E2F_TARGETS,-1.28267912,0.004967,0.01773929,0.09227065,0.12719772
CORE01,CORE04,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.56717914,0.35683825,0.45748494,0.40259277,0.40113069
CORE01,CORE04,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.62471024,0.23361966,0.34355832,0.25037089,0.22930422
CORE01,CORE04,HALLMARK_ESTROGEN_RESPONSE_LATE,0.05819208,0.94624736,0.96555853,0.2453884,0.24624964
CORE01,CORE04,HALLMARK_FATTY_ACID_METABOLISM,0.41159797,0.1568283,0.24504422,0.42153978,0.39537376
CORE01,CORE04,HALLMARK_G2M_CHECKPOINT,-0.94746121,0.11057671,0.1906495,0.09239662,0.11162714
CORE01,CORE04,HALLMARK_GLYCOLYSIS,-0.28527362,0.20020078,0.30333452,0.39263077,0.39914687
CORE01,CORE04,HALLMARK_HEDGEHOG_SIGNALING,1.09417226,0.01261207,0.03153018,0.15400235,0.11661933
CORE01,CORE04,HALLMARK_HEME_METABOLISM,0.88217285,0.01618813,0.03854317,0.33288064,0.30941388
CORE01,CORE04,HALLMARK_HYPOXIA,0.43709213,0.80474833,0.87472645,0.46702924,0.46323766
CORE01,CORE04,HALLMARK_IL2_STAT5_SIGNALING,-0.11195904,0.40568379,0.49473633,0.28311581,0.30334729
CORE01,CORE04,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.58261945,0.00069012,0.0081243,0.26010371,0.40657496
CORE01,CORE04,HALLMARK_INFLAMMATORY_RESPONSE,-1.19161993,0.00111951,0.00850567,0.16977753,0.27636818
CORE01,CORE04,HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.65685371,0.00153102,0.00850567,0.38707445,0.49298365
CORE01,CORE04,HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.5356518,0.00153102,0.00850567,0.32991202,0.44658356
CORE01,CORE04,HALLMARK_KRAS_SIGNALING_DN,1.14346482,0.00855409,0.02251076,-0.14506802,-0.17819835
CORE01,CORE04,HALLMARK_KRAS_SIGNALING_UP,-0.4751555,0.14407957,0.2323864,0.2052561,0.23638443
CORE01,CORE04,HALLMARK_MITOTIC_SPINDLE,0.32498198,0.38078011,0.47597514,0.18834302,0.16800792
CORE01,CORE04,HALLMARK_MTORC1_SIGNALING,-1.38647312,0.00131043,0.00850567,0.42092847,0.44978301
CORE01,CORE04,HALLMARK_MYC_TARGETS_V1,-0.60657066,0.33386751,0.45117231,0.56254503,0.5704714
CORE01,CORE04,HALLMARK_MYC_TARGETS_V2,-0.61621741,0.14407957,0.2323864,0.19510147,0.25002977
CORE01,CORE04,HALLMARK_MYOGENESIS,2.65444362,3.217e-05,0.0016085,0.276444,0.20626535
CORE01,CORE04,HALLMARK_NOTCH_SIGNALING,1.28687693,0.00241415,0.01207075,0.33490372,0.27017917
CORE01,CORE04,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.19976794,1.0,1.0,0.58155082,0.58014499
CORE01,CORE04,HALLMARK_P53_PATHWAY,-0.3944848,0.29085563,0.40396615,0.36384916,0.38887667
CORE01,CORE04,HALLMARK_PANCREAS_BETA_CELLS,1.18413095,0.00855409,0.02251076,0.3362876,0.2458167
CORE01,CORE04,HALLMARK_PEROXISOME,0.22384635,0.70242681,0.79821228,0.35666016,0.34870517
CORE01,CORE04,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-1.14503761,0.00855409,0.02251076,0.31480727,0.33392388
CORE01,CORE04,HALLMARK_PROTEIN_SECRETION,-0.43537101,0.29085563,0.40396615,0.47142548,0.48769875
CORE01,CORE04,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-1.12747081,0.00748796,0.02251076,0.49965999,0.52487325
CORE01,CORE04,HALLMARK_SPERMATOGENESIS,-0.20875141,0.77016944,0.85574382,-0.17504216,-0.18233087
CORE01,CORE04,HALLMARK_TGF_BETA_SIGNALING,1.17159639,0.00323994,0.01349975,0.50183386,0.44751061
CORE01,CORE04,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.36767556,0.08355057,0.16710114,0.40178343,0.44804417
CORE01,CORE04,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-1.33859023,0.00654256,0.02180853,0.41262813,0.44130317
CORE01,CORE04,HALLMARK_UV_RESPONSE_DN,1.39590055,0.00323994,0.01349975,0.27084454,0.2073159
CORE01,CORE04,HALLMARK_UV_RESPONSE_UP,-0.52621686,0.08355057,0.16710114,0.39727953,0.40455282
CORE01,CORE04,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.54985257,0.00081243,0.0081243,0.18251437,0.10473727
CORE01,CORE04,HALLMARK_XENOBIOTIC_METABOLISM,-0.19706231,0.57422966,0.68360674,0.3469653,0.3495684
CORE01,CORE05,HALLMARK_ADIPOGENESIS,1.2588838,0.19893608,0.45212745,0.47897262,0.43412328
CORE01,CORE05,HALLMARK_ALLOGRAFT_REJECTION,-1.56543746,0.01509703,0.09435644,0.19230124,0.29286754
CORE01,CORE05,HALLMARK_ANDROGEN_RESPONSE,0.69208147,0.05539541,0.21305927,0.43676558,0.38733908
CORE01,CORE05,HALLMARK_ANGIOGENESIS,-0.35016034,0.58735772,0.86376135,0.49168134,0.52947594
CORE01,CORE05,HALLMARK_APICAL_JUNCTION,-1.04727386,0.02425035,0.12125175,0.29794491,0.31901022
CORE01,CORE05,HALLMARK_APICAL_SURFACE,-0.56621001,0.44601623,0.7438647,0.08642266,0.12272089
CORE01,CORE05,HALLMARK_APOPTOSIS,-0.96888579,0.17355642,0.41322957,0.44081437,0.47540039
CORE01,CORE05,HALLMARK_BILE_ACID_METABOLISM,1.14783279,0.40328093,0.72014452,0.17730295,0.08788257
CORE01,CORE05,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.186214,0.69113495,0.88731144,0.32378537,0.32643188
CORE01,CORE05,HALLMARK_COAGULATION,-1.47639458,0.00493328,0.061666,0.3678839,0.39720628
CORE01,CORE05,HALLMARK_COMPLEMENT,-0.30643295,0.74534161,0.88731144,0.2925629,0.29217722
CORE01,CORE05,HALLMARK_DNA_REPAIR,-1.70452578,0.01509703,0.09435644,0.29119022,0.32164145
CORE01,CORE05,HALLMARK_E2F_TARGETS,-1.85571511,0.00891557,0.0891557,0.09227065,0.13647964
CORE01,CORE05,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-2.06142858,0.00071325,0.0356625,0.40259277,0.50109513
CORE01,CORE05,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.80704417,0.28993432,0.60402983,0.25037089,0.20255972
CORE01,CORE05,HALLMARK_ESTROGEN_RESPONSE_LATE,0.51719702,0.85696455,0.91166441,0.2453884,0.25513072
CORE01,CORE05,HALLMARK_FATTY_ACID_METABOLISM,1.27248766,0.11090969,0.30808247,0.42153978,0.36169837
CORE01,CORE05,HALLMARK_G2M_CHECKPOINT,-1.4836556,0.04570715,0.19044646,0.09239662,0.13339452
CORE01,CORE05,HALLMARK_GLYCOLYSIS,-0.65629761,0.4909507,0.7438647,0.39263077,0.39461683
CORE01,CORE05,HALLMARK_HEDGEHOG_SIGNALING,0.10068716,0.85696455,0.91166441,0.15400235,0.13695005
CORE01,CORE05,HALLMARK_HEME_METABOLISM,2.18040791,0.00493328,0.061666,0.33288064,0.28755661
CORE01,CORE05,HALLMARK_HYPOXIA,0.35245732,0.4909507,0.7438647,0.46702924,0.45139488
CORE01,CORE05,HALLMARK_IL2_STAT5_SIGNALING,-0.16154582,0.97126215,0.97126215,0.28311581,0.27561657
CORE01,CORE05,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.97480224,0.17355642,0.41322957,0.26010371,0.32738065
CORE01,CORE05,HALLMARK_INFLAMMATORY_RESPONSE,-1.00117821,0.07958632,0.28423686,0.16977753,0.2160542
CORE01,CORE05,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.4627817,0.4909507,0.7438647,0.38707445,0.41784437
CORE01,CORE05,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.62273906,0.36304199,0.67229998,0.32991202,0.36644859
CORE01,CORE05,HALLMARK_KRAS_SIGNALING_DN,0.94737499,0.32518054,0.62534719,-0.14506802,-0.14879423
CORE01,CORE05,HALLMARK_KRAS_SIGNALING_UP,-0.99395188,0.11090969,0.30808247,0.2052561,0.22853657
CORE01,CORE05,HALLMARK_MITOTIC_SPINDLE,-0.20820042,0.74534161,0.88731144,0.18834302,0.19757383
CORE01,CORE05,HALLMARK_MTORC1_SIGNALING,-1.24987616,0.01925763,0.10698683,0.42092847,0.45596354
CORE01,CORE05,HALLMARK_MYC_TARGETS_V1,-1.03232362,0.09432673,0.29477103,0.56254503,0.58399017
CORE01,CORE05,HALLMARK_MYC_TARGETS_V2,-0.91750965,0.09432673,0.29477103,0.19510147,0.25053296
CORE01,CORE05,HALLMARK_MYOGENESIS,-0.03769123,0.74534161,0.88731144,0.276444,0.27779035
CORE01,CORE05,HALLMARK_NOTCH_SIGNALING,-0.04854329,0.85696455,0.91166441,0.33490372,0.34859845
CORE01,CORE05,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03411899,0.74534161,0.88731144,0.58155082,0.54855771
CORE01,CORE05,HALLMARK_P53_PATHWAY,-0.13220005,0.97126215,0.97126215,0.36384916,0.37243074
CORE01,CORE05,HALLMARK_PANCREAS_BETA_CELLS,1.70100481,0.00493328,0.061666,0.3362876,0.21291507
CORE01,CORE05,HALLMARK_PEROXISOME,0.97327776,0.17355642,0.41322957,0.35666016,0.31128619
CORE01,CORE05,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.49881561,0.32518054,0.62534719,0.31480727,0.3205385
CORE01,CORE05,HALLMARK_PROTEIN_SECRETION,0.63254672,0.01509703,0.09435644,0.47142548,0.44457794
CORE01,CORE05,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05995758,0.91384588,0.95192279,0.49965999,0.5177821
CORE01,CORE05,HALLMARK_SPERMATOGENESIS,-0.55329228,0.80061815,0.90979335,-0.17504216,-0.18038064
CORE01,CORE05,HALLMARK_TGF_BETA_SIGNALING,0.3076126,0.63847365,0.88731144,0.50183386,0.50164388
CORE01,CORE05,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.20793474,0.69113495,0.88731144,0.40178343,0.41093015
CORE01,CORE05,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-1.2137836,0.04570715,0.19044646,0.41262813,0.44564835
CORE01,CORE05,HALLMARK_UV_RESPONSE_DN,0.31885315,0.22681209,0.49306976,0.27084454,0.24508911
CORE01,CORE05,HALLMARK_UV_RESPONSE_UP,0.37781267,0.74534161,0.88731144,0.39727953,0.39382596
CORE01,CORE05,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.13217754,0.80061815,0.90979335,0.18251437,0.194391
CORE01,CORE05,HALLMARK_XENOBIOTIC_METABOLISM,0.91117915,0.4909507,0.7438647,0.3469653,0.3065159
CORE02,CORE03,HALLMARK_ADIPOGENESIS,-1.72118901,0.00136204,0.00756689,0.43600896,0.49152912
CORE02,CORE03,HALLMARK_ALLOGRAFT_REJECTION,1.72814793,0.00198087,0.00990435,0.27426189,0.15177651
CORE02,CORE03,HALLMARK_ANDROGEN_RESPONSE,-1.86790813,0.00050838,0.00363129,0.34640937,0.43112883
CORE02,CORE03,HALLMARK_ANGIOGENESIS,0.56363116,0.17983936,0.24977689,0.5263757,0.41730376
CORE02,CORE03,HALLMARK_APICAL_JUNCTION,0.95361454,0.05893221,0.10913372,0.30837211,0.27334438
CORE02,CORE03,HALLMARK_APICAL_SURFACE,-0.04237928,0.93455341,0.93455341,0.09447274,0.08545271
CORE02,CORE03,HALLMARK_APOPTOSIS,1.3449118,0.00481192,0.01603973,0.45222771,0.4245426
CORE02,CORE03,HALLMARK_BILE_ACID_METABOLISM,-1.36894074,0.00405172,0.01558354,0.13396781,0.18876088
CORE02,CORE03,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.17738955,0.42731134,0.48558107,0.33310299,0.31397734
CORE02,CORE03,HALLMARK_COAGULATION,1.7511363,0.00112469,0.00702931,0.41697777,0.33692148
CORE02,CORE03,HALLMARK_COMPLEMENT,1.31264911,0.01724685,0.04538645,0.32205333,0.26155557
CORE02,CORE03,HALLMARK_DNA_REPAIR,1.42978958,0.00481192,0.01603973,0.31111096,0.27656598
CORE02,CORE03,HALLMARK_E2F_TARGETS,0.76151282,0.1982669,0.26792824,0.08876937,0.07421793
CORE02,CORE03,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.27981203,0.01274227,0.03981959,0.44055719,0.32971565
CORE02,CORE03,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.75006586,0.07520551,0.12129921,0.21097745,0.24823247
CORE02,CORE03,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.54579791,0.26174755,0.33557378,0.24272235,0.25589874
CORE02,CORE03,HALLMARK_FATTY_ACID_METABOLISM,-2.05712087,0.00033606,0.00363129,0.36557768,0.45027083
CORE02,CORE03,HALLMARK_G2M_CHECKPOINT,0.59546386,0.39613408,0.46062102,0.09716994,0.08316316
CORE02,CORE03,HALLMARK_GLYCOLYSIS,0.75538862,0.17983936,0.24977689,0.38868,0.38139672
CORE02,CORE03,HALLMARK_HEDGEHOG_SIGNALING,0.359024,0.45987298,0.49986193,0.13887912,0.13532809
CORE02,CORE03,HALLMARK_HEME_METABOLISM,-1.57241667,0.00050838,0.00363129,0.28687132,0.33603171
CORE02,CORE03,HALLMARK_HYPOXIA,1.29123296,0.00405172,0.01558354,0.47992678,0.44827222
CORE02,CORE03,HALLMARK_IL2_STAT5_SIGNALING,1.07906608,0.03505883,0.07621485,0.29327745,0.26308011
