core_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,cliffs_delta,direction
CORE03,chr22p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE03,chr22q,11,92,0.036,0.02015,0.06229166,0.01135204,0.55395406,0.19634794,0.56539163,0.24011858,higher_in_core
CORE03,locus::VHL,11,92,-0.3542,-0.3582,-0.24365455,-0.36287391,0.58339462,0.51138181,0.67276115,0.12252964,higher_in_core
CORE03,locus::SETD2,11,92,-0.3523,-0.361,-0.24134545,-0.37381739,0.67638156,0.49099877,0.67276115,0.1284585,higher_in_core
CORE03,locus::PBRM1,11,92,-0.3523,-0.361,-0.24134545,-0.37923896,0.64354162,0.47765649,0.67276115,0.13241107,higher_in_core
CORE03,locus::BAP1,11,92,-0.3523,-0.361,-0.24134545,-0.37020435,0.63684733,0.48430272,0.67276115,0.13043478,higher_in_core
CORE03,locus::JAK2,11,92,0.0127,-0.0134,-0.05021818,-0.06403169,0.07413749,0.33386751,0.62549939,0.1798419,higher_in_core
CORE03,locus::CDKN2A,11,92,0.0127,-0.0162,-0.05291818,-0.10099022,0.23265401,0.2057524,0.56539163,0.23517787,higher_in_core
CORE03,locus::PTEN,11,92,0.0037,-0.00585,-0.0465,-0.04036189,-0.04809001,0.52173314,0.67276115,0.11956522,higher_in_core
CORE03,fga,11,92,0.11458311,0.13669887,0.23613299,0.16095301,0.49450592,0.68884774,0.82325706,-0.07509881,lower_in_core
CORE03,gain_burden,11,92,0.03819407,0.04798735,0.11405495,0.06927311,0.51386667,0.98721978,1.0,-0.00395257,lower_in_core
CORE03,loss_burden,11,92,0.06457674,0.07176785,0.12207804,0.0916799,0.36661143,0.92768194,0.98818294,-0.01778656,lower_in_core
CORE04,chr1p,11,92,0.01240818,0.00519679,0.00717589,-0.02354642,0.2683833,0.36690654,0.65901273,0.16798419,higher_in_core
CORE04,chr1q,11,92,0.081,0.01430017,0.0900182,0.02338398,0.61981984,0.00326341,0.15990709,0.54545455,higher_in_core
CORE04,chr2p,11,92,0.0571,0.02885076,0.06323735,0.04157627,0.22232398,0.07198198,0.42996564,0.33399209,higher_in_core
CORE04,chr2q,11,92,0.04369408,0.01715,0.04421695,0.02783699,0.16597799,0.36126045,0.65901273,0.16996047,higher_in_core
