pathway,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,-1.7298379682414429,2.4654307431117672,-1.4655201342069464,-1.597381791107387
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,-1.673675907864368,1.9749884877596668,0.810837106062404,-1.7516891806260517
REACTOME_MITOCHONDRIAL_TRANSLATION,-1.6343883327034823,2.062885971211065,1.3912464227705905,-2.0964380612788953
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,-1.6507258138133292,2.004101691182201,1.3958597977150198,-1.9503474532287224
REACTOME_MYOGENESIS,2.1599662952124867,-1.3649514249673382,-1.1113073053024516,1.036180593494946
REACTOME_NEDDYLATION,-1.2615783095999062,1.8337595129589455,-1.0535290717761923,-1.393007169291084
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,-1.7259091577508057,1.327463020652645,1.5213116048465007,-0.6287384420895398
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,-1.462671847833558,1.2780528923392926,1.647244592312748,-1.8417758255817367
REACTOME_NEUTROPHIL_DEGRANULATION,-1.9094115170474768,1.445034686308225,1.692089138388069,-0.7684864281487933
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,2.114118953355377,-1.9310167714887632,-1.2446504625031747,1.343457997154632
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,1.9743558940892145,-1.721449424642667,-1.0957396895551217,1.2438826406725163
REACTOME_OLFACTORY_SIGNALING_PATHWAY,2.224826123222599,-2.161955500512621,0.913566411491086,-1.0049120678942436
REACTOME_OTHER_INTERLEUKIN_SIGNALING,-1.3348105392057288,-1.3097041011602641,1.8747887109066406,-1.6921754735661456
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,-1.4138674867005292,0.9842596042072793,1.8514436986971503,-1.8245074419085323
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,-1.3686421554876114,-1.4815520659644759,1.7790986751364806,-1.269934619340984
REACTOME_PEROXISOMAL_LIPID_METABOLISM,-1.0284123331675041,1.9158133191846418,-1.6753690329660633,-1.0040878190142883
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,-1.2845951996505505,1.9861524721439072,-1.9438589787674732,-0.91101677438563
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,-2.0730582975139367,0.4283366042229728,2.2115549273033825,-1.070728161159323
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,0.6171754337480817,0.8606734580307103,1.0224987991087102,-1.6791262027437712
REACTOME_PROTEASOME_ASSEMBLY,-1.6554699735615617,1.4463405986187043,2.023704121501201,-1.815279964447855
REACTOME_PROTEIN_LOCALIZATION,-1.4592544858507586,2.138442464250787,-1.5057936670855043,-1.4566315605677873
REACTOME_PROTEIN_UBIQUITINATION,-1.1308474128516937,1.867046841102052,-1.0392713255964572,-1.1201197582067228
REACTOME_PYROPTOSIS,-1.6988933085134434,0.8124051709693946,1.91685073708676,-1.265905179440569
REACTOME_PYRUVATE_METABOLISM,-0.7532120706632348,1.9055585911420907,-2.131921369450597,-0.8905930400773152
REACTOME_RAC2_GTPASE_CYCLE,-0.7269712807863824,0.7053705188101971,-1.5366483310464774,2.0187861818055346
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,-0.4682657768548405,0.9361098674693573,0.816435597454141,-1.7379642065582104
REACTOME_REGULATION_OF_APOPTOSIS,-1.5461351042534113,1.4456273917608702,1.5508347564346232,-1.7839162827133872
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,-0.6482665565078093,1.4840205730074985,-1.9966279848877861,1.6317359579140516
