pathway,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04
REACTOME_INSULIN_RECEPTOR_RECYCLING,-1.8103546534562447,1.8966285248520782,0.5493707399625766,-1.5977609003506354
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,-1.1866009554325734,1.5267003575516924,0.9190596432985649,-1.8248006018126381
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,-1.7673764747348777,-0.5375283421949698,2.0694824071622984,-1.1168446796296143
REACTOME_INTERFERON_GAMMA_SIGNALING,-1.8063194440724408,0.9043046264561403,1.9228067265117914,-1.1037758245701434
REACTOME_INTERLEUKIN_10_SIGNALING,-1.7984069705527153,-0.7519577825146135,2.2837286682565767,-1.7268062036455303
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,-1.7118072576308863,0.8935947187212435,1.7075410791731038,-1.1323185353420235
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,-1.635897931632225,-1.5808496342513518,2.2107530197601895,0.6721738676301723
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,-1.5838760700683892,-1.2775537677974518,1.8458921875870902,0.8263688602000222
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,-1.2291566057194367,1.7892362978973155,-1.3808439280704423,-0.6338649489901645
REACTOME_IRAK4_DEFICIENCY_TLR2_4,-1.4429448942040886,-0.6589792015669264,1.7690998074358233,-0.48005562952771547
REACTOME_KERATAN_SULFATE_DEGRADATION,-1.852333956953825,1.1322754320755744,1.4671980713430333,-0.9797276806490305
REACTOME_KERATINIZATION,-1.8878529727175872,1.153143233958951,1.0171625864881828,-1.1074774932851825
REACTOME_LAMININ_INTERACTIONS,-1.0084946210751164,-1.0228558118259836,-1.483793776883401,2.136640151017748
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,-1.447911072618816,2.1410632423251794,-1.5227365012516492,-1.614052108103391
REACTOME_METABOLISM_OF_POLYAMINES,-1.4464610156812914,1.4466695781889962,1.5637812855182873,-1.8356238119197161
REACTOME_METABOLISM_OF_STEROID_HORMONES,-0.9610399262480287,1.0790785307218724,-0.9354843835233478,-1.878478823210201
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,-1.4164440362494188,1.8723675518457503,-1.2443059958434544,-1.1894085926210531
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,-1.3079703422990123,1.8695651262647197,-1.2988481403490897,-1.1963978080368431
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,-1.399914875916226,-0.7684229612340435,-0.6458504822601876,1.9571082531764816
REACTOME_MET_PROMOTES_CELL_MOTILITY,-1.375500634613309,0.7368193449694268,-0.9366285531024342,2.0043168518414403
REACTOME_MITOCHONDRIAL_BIOGENESIS,-0.9079510565219964,1.7816637868805292,-1.2134072235073181,-1.1456876871170671
