feature,reference_population,group_a,group_b,n_a,n_b,median_a,median_b,cliffs_delta,ci_low,ci_high,p_value,p_adjusted_holm
original_glcm_Idn,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,0.060633751709386306,0.3264248496348172,-0.2737799834574028,-0.5285359801488834,0.0206782464846981,0.05107042117749302,0.15321126353247905
original_glcm_Idn,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,0.060633751709386306,-0.2517106459843466,0.20512820512820512,-0.1051923076923077,0.5077564102564098,0.20301136265609387,0.40602272531218775
original_glcm_Idn,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,0.060633751709386306,0.6088241508484444,-0.40039447731755423,-0.7514792899408284,-0.021597633136095213,0.032812354831877444,0.13124941932750978
original_glcm_Idn,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,0.3264248496348172,-0.2517106459843466,0.45483870967741935,0.17411290322580647,0.7193548387096774,0.006715654123214834,0.040293924739289
original_glcm_Idn,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,0.3264248496348172,0.6088241508484444,-0.04714640198511166,-0.4044665012406948,0.315136476426799,0.816916713794471,0.816916713794471
original_glcm_Idn,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,-0.2517106459843466,0.6088241508484444,-0.5230769230769231,-0.8538461538461538,-0.13846153846153847,0.012884099769328264,0.06442049884664132
original_glcm_Imc1,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.02234324072954659,-0.028171504526239215,0.06865177832919768,-0.20430107526881722,0.3515715467328368,0.6278423409997878,0.9618045497884553
original_glcm_Imc1,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.02234324072954659,0.6981182758385434,-0.3923076923076923,-0.6539102564102565,-0.0922435897435901,0.014607993848151032,0.05843197539260413
original_glcm_Imc1,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.02234324072954659,-0.2181388769823701,0.1873767258382643,-0.1440828402366864,0.5030571992110449,0.32060151659615177,0.9618045497884553
original_glcm_Imc1,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.028171504526239215,0.6981182758385434,-0.535483870967742,-0.7838709677419354,-0.25161290322580643,0.0014083096164039198,0.008449857698423519
original_glcm_Imc1,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.028171504526239215,-0.2181388769823701,0.1513647642679901,-0.19615384615384615,0.4939205955334981,0.440287291071531,0.9618045497884553
original_glcm_Imc1,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,0.6981182758385434,-0.2181388769823701,0.6692307692307692,0.3382692307692308,0.9538461538461539,0.0014376212014238715,0.008449857698423519
original_glcm_JointEntropy,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,0.5576461461017136,-0.77949254021365,0.5897435897435898,0.3680727874276261,0.7866004962779156,2.5629037804872136e-05,0.00012814518902436067
original_glcm_JointEntropy,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,0.5576461461017136,0.7488889859208392,-0.15897435897435896,-0.4436538461538461,0.14102564102564102,0.32472814455992816,0.32472814455992816
original_glcm_JointEntropy,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,0.5576461461017136,-0.008897829822675412,0.3530571992110454,0.01755424063116372,0.6529585798816563,0.060001429136900215,0.18000428741070065
original_glcm_JointEntropy,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.77949254021365,0.7488889859208392,-0.8032258064516129,-0.9419354838709677,-0.6129032258064516,1.6329513258552886e-06,9.797707955131731e-06
original_glcm_JointEntropy,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.77949254021365,-0.008897829822675412,-0.3598014888337469,-0.6923076923076923,-0.007444168734491315,0.06401152099882641,0.18000428741070065
original_glcm_JointEntropy,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,0.7488889859208392,-0.008897829822675412,0.5615384615384615,0.19230769230769232,0.8615384615384616,0.0075586013091891975,0.03023440523675679
original_glcm_MaximumProbability,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.5985089238370711,0.8526477107379237,-0.5798180314309347,-0.7766749379652605,-0.35475599669148106,3.4997046330056643e-05,0.00017498523165028322
original_glcm_MaximumProbability,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.5985089238370711,-0.8106289857344325,0.20256410256410257,-0.08980769230769231,0.48717948717948717,0.20875146028086822,0.24545958377294846
original_glcm_MaximumProbability,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.5985089238370711,-0.09305624704041596,-0.3767258382642998,-0.6923076923076923,-0.029585798816568046,0.044688210360409666,0.134064631081229
original_glcm_MaximumProbability,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,0.8526477107379237,-0.8106289857344325,0.8161290322580645,0.6451612903225806,0.9387096774193548,1.108058575795086e-06,6.648351454770515e-06
original_glcm_MaximumProbability,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,0.8526477107379237,-0.09305624704041596,0.3002481389578164,-0.07196029776674938,0.6228287841191067,0.12272979188647423,0.24545958377294846
original_glcm_MaximumProbability,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,-0.8106289857344325,-0.09305624704041596,-0.6076923076923076,-0.8923076923076924,-0.2692307692307692,0.003825070967949561,0.015300283871798244
original_glcm_SumSquares,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,0.17006946794379743,-0.6782266628510925,0.5268817204301075,0.2870140612076096,0.7402812241521919,0.00016998644406254087,0.0010199186643752452
original_glcm_SumSquares,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,0.17006946794379743,0.011152115819223938,0.06666666666666667,-0.23846153846153847,0.3717948717948718,0.6830337719515777,0.6830337719515777
original_glcm_SumSquares,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,0.17006946794379743,-0.2810769673702231,0.3333333333333333,-0.009861932938856016,0.6410256410256411,0.07587788809508171,0.2727483649139391
original_glcm_SumSquares,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.6782266628510925,0.011152115819223938,-0.5935483870967742,-0.8,-0.3483064516129037,0.0003998069028333424,0.001999034514166712
original_glcm_SumSquares,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.6782266628510925,-0.2810769673702231,-0.3250620347394541,-0.652605459057072,0.04218362282878412,0.09451754539286174,0.2727483649139391
original_glcm_SumSquares,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,0.011152115819223938,-0.2810769673702231,0.38461538461538464,-0.015384615384615385,0.7309615384615373,0.06818709122848478,0.2727483649139391
original_glrlm_LongRunLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.4635999743793401,0.3832152584767584,-0.6244830438378826,-0.8131100082712986,-0.40938792390405315,8.292779826627036e-06,4.146389913313518e-05
original_glrlm_LongRunLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.4635999743793401,-0.65315267473026,0.4153846153846154,0.10256410256410256,0.6590384615384611,0.009707730218334008,0.029123190655002025
original_glrlm_LongRunLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.4635999743793401,-0.436018352390036,-0.2859960552268245,-0.5818540433925049,0.0454635108481257,0.12812628683513508,0.12812628683513508
original_glrlm_LongRunLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,0.3832152584767584,-0.65315267473026,0.8709677419354839,0.7258064516129032,0.967741935483871,1.9995028906769504e-07,1.1997017344061702e-06
original_glrlm_LongRunLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,0.3832152584767584,-0.436018352390036,0.369727047146402,-0.007444168734491315,0.6873449131513648,0.05696923072969503,0.11393846145939006
original_glrlm_LongRunLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,-0.65315267473026,-0.436018352390036,-0.6615384615384615,-0.8923076923076924,-0.34615384615384615,0.0016318920210852993,0.006527568084341197
original_glszm_GrayLevelNonUniformityNormalized,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.4616199706500021,0.13679625981169857,-0.49545078577336643,-0.7121588089330024,-0.2522332506203476,0.0004073976190861292,0.002444385714516775
original_glszm_GrayLevelNonUniformityNormalized,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.4616199706500021,-0.42407479246470337,-0.01282051282051282,-0.3410897435897436,0.302692307692307,0.942556013686153,1.0
original_glszm_GrayLevelNonUniformityNormalized,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.4616199706500021,-0.4348598051713679,0.009861932938856016,-0.35335305719921106,0.36489151873767256,0.9662876145725392,1.0
original_glszm_GrayLevelNonUniformityNormalized,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,0.13679625981169857,-0.42407479246470337,0.5290322580645161,0.25483870967741934,0.7677419354838709,0.001608521077299454,0.00804260538649727
original_glszm_GrayLevelNonUniformityNormalized,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,0.13679625981169857,-0.4348598051713679,0.5037220843672456,0.14627791563275436,0.8165012406947885,0.009374551162874924,0.037498204651499695
original_glszm_GrayLevelNonUniformityNormalized,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,-0.42407479246470337,-0.4348598051713679,0.03076923076923077,-0.3769230769230769,0.46923076923076923,0.8973945839305384,1.0
original_glszm_GrayLevelVariance,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,0.36267823935547,-0.7506239292394555,0.5483870967741935,0.32001654259718776,0.7518610421836228,9.093070461098382e-05,0.0004546535230549191
original_glszm_GrayLevelVariance,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,0.36267823935547,0.34161587343691335,-0.038461538461538464,-0.33076923076923076,0.2667948717948711,0.8163936885008036,1.0
original_glszm_GrayLevelVariance,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,0.36267823935547,0.4651371518388771,0.04930966469428008,-0.30976331360946746,0.3727810650887574,0.7998133015856982,1.0
original_glszm_GrayLevelVariance,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.7506239292394555,0.34161587343691335,-0.7032258064516129,-0.8839516129032259,-0.47096774193548385,2.714746988400014e-05,0.00016288481930400086
original_glszm_GrayLevelVariance,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.7506239292394555,0.4651371518388771,-0.5632754342431762,-0.8511166253101737,-0.19590570719603045,0.003651845854515132,0.014607383418060529
original_glszm_GrayLevelVariance,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,0.34161587343691335,0.4651371518388771,0.07692307692307693,-0.35384615384615387,0.4848076923076913,0.7263265699621655,1.0
original_glszm_HighGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,0.08685866771681033,-0.7523865333218079,0.5566583953680728,0.3283291976840364,0.7518610421836228,7.105759782620845e-05,0.0003552879891310423
original_glszm_HighGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,0.08685866771681033,0.9273845171988269,-0.47692307692307695,-0.7205128205128205,-0.19743589743589743,0.0029743424223617095,0.008923027267085128
original_glszm_HighGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,0.08685866771681033,-0.12675472257351006,0.3096646942800789,-0.00996055226824457,0.6015779092702169,0.0992856347713577,0.1985712695427154
original_glszm_HighGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.7523865333218079,0.9273845171988269,-0.8612903225806452,-0.967741935483871,-0.7129032258064516,2.7254541369670093e-07,1.6352724821802056e-06
original_glszm_HighGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.7523865333218079,-0.12675472257351006,-0.29528535980148884,-0.6674937965260546,0.062158808933001804,0.12909187683852666,0.1985712695427154
original_glszm_HighGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,0.9273845171988269,-0.12675472257351006,0.7615384615384615,0.48442307692307696,0.9538461538461539,0.0002843946216392714,0.0011375784865570856
original_glszm_LowGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.2536618160992751,0.16067772082096324,-0.4392059553349876,-0.6708023159636063,-0.19433416046319296,0.001728858461963171,0.006915433847852684
original_glszm_LowGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.2536618160992751,-0.5519059562326456,0.4794871794871795,0.19487179487179487,0.7410256410256411,0.002822923129785952,0.008468769389357856
original_glszm_LowGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.2536618160992751,0.022628518870598323,-0.4516765285996055,-0.747534516765286,-0.11242603550295859,0.01599222363962015,0.0319844472792403
original_glszm_LowGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,0.16067772082096324,-0.5519059562326456,0.8161290322580645,0.632258064516129,0.9451612903225807,1.108058575795086e-06,6.648351454770515e-06
original_glszm_LowGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,0.16067772082096324,0.022628518870598323,-0.04714640198511166,-0.4392059553349876,0.35992555831265444,0.816916713794471,0.816916713794471
original_glszm_LowGrayLevelZoneEmphasis,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,-0.5519059562326456,0.022628518870598323,-0.8307692307692308,-0.9846153846153847,-0.6076923076923076,7.472749915528959e-05,0.00037363749577644796
original_glszm_SmallAreaEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.12966416662599953,-0.8706193090522051,0.5698924731182796,0.33660049627791566,0.7585194375516955,4.7559976950120096e-05,0.0002377998847506005
original_glszm_SmallAreaEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.12966416662599953,1.1164251655625137,-0.2846153846153846,-0.5975,0.0436538461538458,0.07682446086018657,0.15364892172037314
original_glszm_SmallAreaEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.12966416662599953,0.14177187078707296,0.09664694280078895,-0.26627218934911245,0.44783037475345117,0.6120303039431613,0.6120303039431613
original_glszm_SmallAreaEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.8706193090522051,1.1164251655625137,-0.7451612903225806,-0.9354838709677419,-0.5129032258064516,8.709067317178081e-06,5.225440390306849e-05
original_glszm_SmallAreaEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.8706193090522051,0.14177187078707296,-0.6377171215880894,-0.8759305210918115,-0.34987593052109184,0.0009925799219048582,0.003970319687619433
original_glszm_SmallAreaEmphasis,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,1.1164251655625137,0.14177187078707296,0.4230769230769231,0.038461538461538464,0.7769230769230769,0.044644625960153485,0.13393387788046046
original_glszm_SmallAreaHighGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.1721169020069739,-0.7235977381973346,0.6542597187758478,0.4507857733664185,0.8213813068651776,3.007504929334722e-06,1.5037524646673611e-05
original_glszm_SmallAreaHighGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.1721169020069739,1.019854371040692,-0.45384615384615384,-0.7205128205128205,-0.14358974358974358,0.004709473916353596,0.014128421749060788
original_glszm_SmallAreaHighGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.1721169020069739,-0.1049634907394357,0.20710059171597633,-0.12830374753451676,0.5502958579881657,0.2718184432554951,0.2718184432554951
original_glszm_SmallAreaHighGrayLevelEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.7235977381973346,1.019854371040692,-0.8838709677419355,-0.9838709677419355,-0.7387096774193549,1.3163529903507566e-07,7.89811794210454e-07
original_glszm_SmallAreaHighGrayLevelEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.7235977381973346,-0.1049634907394357,-0.5136476426799007,-0.8213399503722084,-0.12655086848635236,0.008060348611056194,0.016120697222112387
original_glszm_SmallAreaHighGrayLevelEmphasis,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,1.019854371040692,-0.1049634907394357,0.6692307692307692,0.33076923076923076,0.9,0.0014376212014238715,0.005750484805695486
original_glszm_SmallAreaLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.38389946779624595,-0.06806793916126165,-0.21918941273779982,-0.4855665839536807,0.053763440860215055,0.11859217683047849,0.22148550424105654
original_glszm_SmallAreaLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.38389946779624595,-0.8192642319277448,0.44358974358974357,0.16153846153846155,0.6846794871794868,0.005741142379238672,0.018518140796737016
original_glszm_SmallAreaLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.38389946779624595,0.6477400800816218,-0.5305719921104537,-0.8067061143984221,-0.1991124260355035,0.004629535199184254,0.018518140796737016
original_glszm_SmallAreaLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.06806793916126165,-0.8192642319277448,0.6290322580645161,0.37088709677419357,0.8387096774193549,0.00017512806054926805,0.0008756403027463403
original_glszm_SmallAreaLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.06806793916126165,0.6477400800816218,-0.31017369727047145,-0.6277915632754343,0.05707196029776675,0.11074275212052827,0.22148550424105654
original_glszm_SmallAreaLowGrayLevelEmphasis,core,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04,20,13,-0.8192642319277448,0.6477400800816218,-0.8461538461538461,-0.9846153846153847,-0.6382692307692318,5.474274491081135e-05,0.0003284564694648681
original_glszm_ZonePercentage,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,39,31,-0.1308109133697169,-0.6946006480650334,0.4640198511166253,0.22576509511993384,0.6824648469809755,0.0009309714796180854,0.004654857398090427
original_glszm_ZonePercentage,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE03,39,20,-0.1308109133697169,0.5229728794986827,-0.32051282051282054,-0.6026282051282051,-0.023076923076923078,0.046196275920000876,0.11880252764048699
original_glszm_ZonePercentage,core,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE04,39,13,-0.1308109133697169,-0.18296990090366905,0.13609467455621302,-0.22287968441814596,0.4516765285996055,0.4724481779370415,0.4724481779370415
original_glszm_ZonePercentage,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,31,20,-0.6946006480650334,0.5229728794986827,-0.7129032258064516,-0.8871774193548387,-0.4806451612903226,2.099465677690392e-05,0.0001259679406614235
original_glszm_ZonePercentage,core,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE04,31,13,-0.6946006480650334,-0.18296990090366905,-0.39950372208436724,-0.7122828784119106,-0.0519851116625317,0.039600842546828996,0.11880252764048699
