pathway,SUBTYPE01,SUBTYPE02,SUBTYPE03,SUBTYPE04,SUBTYPE05
REACTOME_CHOLESTEROL_BIOSYNTHESIS,-1.3714839040506153,-0.8515162120392097,-1.2690111567010949,-0.922250191109527,1.6618549507051852
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,-1.6291651025777725,-1.0342387682313008,-1.3872418205699502,-1.7669382132523417,2.570214145978973
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-0.9494285925288455,-1.6355931150060807,-1.041107783006032,1.6705624167628628,-1.8194056123164766
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,-0.8255186724919722,-0.5259841004706723,-1.0634242853385125,-1.1056903614606561,1.7370739632922778
REACTOME_CLEC7A_DECTIN_1_SIGNALING,-1.6235026960884709,-1.4671453640467824,-1.332747316247716,1.6828730332387842,1.635387137605618
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,-1.538618420963965,-1.6435212669319479,-0.591929217519879,-0.7871004698522452,1.5876409893802268
REACTOME_COLLAGEN_DEGRADATION,-1.799898374658393,-1.7301180727865964,1.0464344574146895,0.6542067195902483,1.1432414161561129
REACTOME_COLLAGEN_FORMATION,-1.779676253155919,-1.8635839219162575,0.7906409337721233,0.6697642137589084,1.5590660351792376
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,-1.7003725764498736,-1.5249596709234223,-0.7021229363396547,-0.7145128991457933,1.1467059582151613
REACTOME_COMPLEMENT_CASCADE,-1.2896043702807731,-2.0888846717518796,-0.9082503160908783,1.6398116500070317,-0.8552135745213867
