subtype_id,gene,subtype_mutated_n,subtype_n,subtype_frequency,rest_mutated_n,rest_n,rest_frequency,odds_ratio,ci_low,ci_high,p_value,driver_panel_member,q_global,q_driver
SUBTYPE01,ACTR6,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ACTR8,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ACTRT3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ACVR1B,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ACVR2A,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADA2,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ADAM10,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ADAM12,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADAM15,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADAM30,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ADAM33,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADAMTS12,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,ADAMTS13,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADAMTS14,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ADAMTS16,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADAMTS19,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADAMTS20,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADAMTS5,1,10,0.1,1,93,0.010752688172043012,10.222222222222221,0.5882684468194872,177.62949504677115,0.1856082238720731,False,1.0,
SUBTYPE01,ADAMTS9,1,10,0.1,2,93,0.021505376344086023,5.055555555555555,0.4165280539581274,61.36115378648178,0.26624107299365,False,1.0,
SUBTYPE01,ADAMTSL5,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ADAR,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,ADCY1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADCY7,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADCY8,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADCY9,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADD1,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ADGRA1,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ADGRA2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADGRB1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADGRE3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADGRF1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADGRG4,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,ADGRG6,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADGRV1,0,10,0.0,5,93,0.053763440860215055,0.0,0.03950922269038202,14.86018059929351,1.0,False,1.0,
SUBTYPE01,ADH4,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADHFE1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADIG,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADO,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADRB2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ADTRP,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AFAP1L1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AFDN,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,AFF3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AFTPH,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AGA,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,AGAP3,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,AGGF1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AGK,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AGO2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AGO3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AGPAT5,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AGRN,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,AGT,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AGTR1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AHNAK,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,AHNAK2,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,AHSG,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AIDA,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AIFM3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AIMP1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AK8,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKAP12,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKAP13,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKAP17A,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKAP6,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKAP8L,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKAP9,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,AKNA,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKNAD1,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,AKR1B10,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AKR1B15,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,AKT3,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,AL121899.2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALB,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALDH16A1,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ALDH1A1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALDH1A2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALDH3B2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALDOA,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALG13,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALG8,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ALK,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALKBH6,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALMS1,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,ALOXE3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALPI,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALPK1,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ALPK2,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ALPK3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ALPL,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ALYREF,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AMBN,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,AMBRA1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AMDHD1,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,AMDHD2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AMER2,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,AMN,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AMN1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AMPD1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AMPH,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AMY1C,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANAPC7,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANGPTL1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANGPTL7,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANK2,1,10,0.1,3,93,0.03225806451612903,3.3333333333333335,0.31326782744166154,35.46840798128333,0.339616965694285,False,1.0,
SUBTYPE01,ANK3,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,ANKH,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ANKHD1-EIF4EBP3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKLE2,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ANKRA2,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ANKRD11,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD12,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD13A,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD17,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ANKRD2,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD20A2P,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ANKRD27,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD30A,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD34B,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ANKRD39,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD44,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD55,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKRD6,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKS3,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANKS4B,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ANO3,0,10,0.0,3,93,0.03225806451612903,0.0,0.059410107328382075,25.518911353871065,1.0,False,1.0,
SUBTYPE01,ANO8,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,ANPEP,0,10,0.0,2,93,0.021505376344086023,0.0,0.07829070983055497,38.79835841292474,1.0,False,1.0,
SUBTYPE01,ANTXR1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,ANXA7,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AP001781.2,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,AP002748.5,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AP2B1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AP3M1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
SUBTYPE01,AP3S2,1,10,0.1,0,93,0.0,inf,1.1227334905869442,776.5006846317198,0.09708737864077671,False,1.0,
SUBTYPE01,AP4B1,0,10,0.0,1,93,0.010752688172043012,0.0,0.11231277857980526,76.77736202605712,1.0,False,1.0,
