family_id,node_id,run_id,initial_k,repeat,set_id,member_n,member_ids
FAMILY09,run3_K8::C0008,run3_K8,8,3,C0008,10,"[""TCGA-B8-5162"", ""TCGA-B8-5165"", ""TCGA-BP-4967"", ""TCGA-BP-4970"", ""TCGA-BP-4977"", ""TCGA-BP-4986"", ""TCGA-BP-5174"", ""TCGA-BP-5196"", ""TCGA-CJ-4902"", ""TCGA-CZ-5984""]"
FAMILY10,run1_K6::C0003,run1_K6,6,1,C0003,14,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-B8-4151"", ""TCGA-BP-4164"", ""TCGA-BP-4995"", ""TCGA-BP-5180"", ""TCGA-BP-5181"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY10,run1_K7::C0006,run1_K7,7,1,C0006,12,"[""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-B8-4151"", ""TCGA-BP-4164"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY10,run1_K8::C0007,run1_K8,8,1,C0007,11,"[""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-BP-4164"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY10,run2_K7::C0006,run2_K7,7,2,C0006,12,"[""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-B8-4151"", ""TCGA-BP-4164"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY10,run2_K8::C0007,run2_K8,8,2,C0007,11,"[""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-BP-4164"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY10,run3_K6::C0003,run3_K6,6,3,C0003,14,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-B8-4151"", ""TCGA-BP-4164"", ""TCGA-BP-4995"", ""TCGA-BP-5180"", ""TCGA-BP-5181"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY10,run3_K7::C0006,run3_K7,7,3,C0006,12,"[""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-B8-4151"", ""TCGA-BP-4164"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY10,run3_K8::C0007,run3_K8,8,3,C0007,11,"[""TCGA-B0-5696"", ""TCGA-B0-5712"", ""TCGA-BP-4164"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-BP-5183"", ""TCGA-BP-5200"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6027"", ""TCGA-CJ-6030""]"
FAMILY11,run1_K7::C0003,run1_K7,7,1,C0003,15,"[""TCGA-B0-5081"", ""TCGA-B0-5106"", ""TCGA-B0-5697"", ""TCGA-B0-5706"", ""TCGA-B8-4148"", ""TCGA-B8-5158"", ""TCGA-B8-5159"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-BP-4960"", ""TCGA-BP-5010"", ""TCGA-BP-5199"", ""TCGA-CJ-4923"", ""TCGA-CJ-6033"", ""TCGA-CZ-4859""]"
FAMILY11,run1_K8::C0003,run1_K8,8,1,C0003,15,"[""TCGA-B0-5081"", ""TCGA-B0-5106"", ""TCGA-B0-5706"", ""TCGA-B8-4148"", ""TCGA-B8-4151"", ""TCGA-B8-5158"", ""TCGA-B8-5159"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-BP-4960"", ""TCGA-BP-5010"", ""TCGA-BP-5199"", ""TCGA-CJ-4923"", ""TCGA-CJ-6033"", ""TCGA-CZ-4859""]"
FAMILY11,run2_K7::C0003,run2_K7,7,2,C0003,15,"[""TCGA-B0-5081"", ""TCGA-B0-5106"", ""TCGA-B0-5697"", ""TCGA-B0-5706"", ""TCGA-B8-4148"", ""TCGA-B8-5158"", ""TCGA-B8-5159"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-BP-4960"", ""TCGA-BP-5010"", ""TCGA-BP-5199"", ""TCGA-CJ-4923"", ""TCGA-CJ-6033"", ""TCGA-CZ-4859""]"
FAMILY11,run2_K8::C0003,run2_K8,8,2,C0003,15,"[""TCGA-B0-5081"", ""TCGA-B0-5106"", ""TCGA-B0-5706"", ""TCGA-B8-4148"", ""TCGA-B8-4151"", ""TCGA-B8-5158"", ""TCGA-B8-5159"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-BP-4960"", ""TCGA-BP-5010"", ""TCGA-BP-5199"", ""TCGA-CJ-4923"", ""TCGA-CJ-6033"", ""TCGA-CZ-4859""]"
FAMILY11,run3_K7::C0003,run3_K7,7,3,C0003,15,"[""TCGA-B0-5081"", ""TCGA-B0-5106"", ""TCGA-B0-5697"", ""TCGA-B0-5706"", ""TCGA-B8-4148"", ""TCGA-B8-5158"", ""TCGA-B8-5159"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-BP-4960"", ""TCGA-BP-5010"", ""TCGA-BP-5199"", ""TCGA-CJ-4923"", ""TCGA-CJ-6033"", ""TCGA-CZ-4859""]"
FAMILY11,run3_K8::C0003,run3_K8,8,3,C0003,15,"[""TCGA-B0-5081"", ""TCGA-B0-5106"", ""TCGA-B0-5706"", ""TCGA-B8-4148"", ""TCGA-B8-4151"", ""TCGA-B8-5158"", ""TCGA-B8-5159"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-BP-4960"", ""TCGA-BP-5010"", ""TCGA-BP-5199"", ""TCGA-CJ-4923"", ""TCGA-CJ-6033"", ""TCGA-CZ-4859""]"
